MU,CALIs
0.0,"[-0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025]"
2.7e-06,"[-0.045674797775781206, -0.046038732547561634, -0.045708366469691786, -0.04390257978332468, -0.045708366469691786, -0.04079584871196973, -0.046038732547561634, -0.045674797775781206, -0.046038732547561634]"
5.4e-06,"[-0.04017429523900273, -0.0410012924026244, -0.04026603089642089, -0.03632094623429449, -0.04026603089642089, -0.029851655208852135, -0.0410012924026244, -0.04017429523900273, -0.04100129240262351]"
8.1e-06,"[-0.033053168020618306, -0.0344650018935454, -0.033232849462645486, -0.026759219247214916, -0.033232849462645486, -0.01667718564291254, -0.0344650018935454, -0.033053168020619195, -0.0344650018935454]"
1.08e-05,"[-0.023776213233891785, -0.025920324008971374, -0.024079373184920705, -0.01463274393132663, -0.024079373184920705, -0.0007114505802521265, -0.025920324008972262, -0.023776213233891785, -0.025920324008971374]"
1.35e-05,"[-0.011648756311606334, -0.014699706749508601, -0.012116861039026205, 0.0007938821083151026, -0.012116861039026205, 0.018730857048584237, -0.014699706749508601, -0.011648756311606334, -0.014699706749508601]"
1.62e-05,"[0.004201522223158172, 4.3840806767336815e-05, 0.00352165947676375, 0.020412903945167926, 0.0035216594767628617, 0.04245569272948302, 4.3840806767336815e-05, 0.004201522223158172, 4.3840806767336815e-05]"
1.9e-05,"[0.025686403682115833, 0.020150788062896385, 0.024733783411824417, 0.046282417611094306, 0.024733783411824417, 0.07253676716932178, 0.020150788062896385, 0.025686403682115833, 0.020150788062896385]"
2.17e-05,"[0.05246075192859845, 0.045372309805485234, 0.05119409341067738, 0.07766387209682546, 0.05119409341067649, 0.10774508125027094, 0.045372309805486344, 0.05246075192859845, 0.045372309805486344]"
2.44e-05,"[0.08632103196976004, 0.07748393085610306, 0.08469639757880931, 0.11634412370580649, 0.08469639757880842, 0.14978808056959414, 0.07748393085610306, 0.08632103196976115, 0.07748393085610195]"
2.71e-05,"[0.12813393023007147, 0.11741158397486884, 0.1261212034089707, 0.16294268948144586, 0.1261212034089707, 0.19902704879813515, 0.11741158397486884, 0.12813393023007036, 0.11741158397486773]"
2.98e-05,"[0.17821636430749788, 0.16557042242696074, 0.1758075275094828, 0.21745167544823296, 0.1758075275094817, 0.25520850393616934, 0.16557042242696185, 0.17821636430749788, 0.16557042242696185]"
3.25e-05,"[0.23606284727457405, 0.2215857141147004, 0.23327856215729126, 0.2790041904443097, 0.23327856215729126, 0.3172858991391929, 0.22158571411470263, 0.23606284727457294, 0.2215857141147004]"
3.52e-05,"[0.30021732050835337, 0.2841455331536784, 0.2971091345957364, 0.3458134826092707, 0.29710913459573507, 0.38341008475652605, 0.2841455331536773, 0.30021732050835337, 0.2841455331536784]"
3.79e-05,"[0.3683931965346039, 0.3510928018477446, 0.3650396542497947, 0.4153667372994245, 0.3650396542497947, 0.4511502846996689, 0.3510928018477435, 0.3683931965346039, 0.3510928018477446]"
4.06e-05,"[0.43784234039335757, 0.4197672109895192, 0.4343394523784285, 0.48484512383634537, 0.43433945237842964, 0.5179017374480406, 0.4197672109895205, 0.43784234039335646, 0.41976721098952163]"
4.33e-05,"[0.5058464163442913, 0.4874810927648163, 0.5022951723093407, 0.5516222896389242, 0.5022951723093394, 0.5813352564692826, 0.4874810927648139, 0.5058464163442886, 0.4874810927648163]"
4.6e-05,"[0.5701473453575581, 0.5519509027488325, 0.5666418553847092, 0.6136584354332357, 0.5666418553847092, 0.6397265245021375, 0.5519509027488296, 0.570147345357561, 0.5519509027488325]"
4.87e-05,"[0.6291867242225546, 0.6115510017468688, 0.6258057395310983, 0.6696797033216324, 0.6258057395310925, 0.6920796365780617, 0.6115510017468717, 0.6291867242225546, 0.6115510017468688]"
5.15e-05,"[0.6839733893182389, 0.6672376203499162, 0.6807838767034968, 0.7208525772674519, 0.6807838767035028, 0.7396459981804482, 0.6672376203499191, 0.6839733893182389, 0.6672376203499133]"
5.42e-05,"[0.7303742791185468, 0.7147175298178106, 0.7274091822871711, 0.7635666387451523, 0.7274091822871651, 0.7792072228397866, 0.7147175298178075, 0.7303742791185468, 0.7147175298178106]"
5.69e-05,"[0.7706823541494761, 0.7562266147670327, 0.7679630444237409, 0.8001929506905001, 0.7679630444237378, 0.8130635729014357, 0.7562266147670358, 0.7706823541494792, 0.7562266147670327]"
5.96e-05,"[0.8053694743300324, 0.7921673003317331, 0.8029032821754662, 0.8313455360123694, 0.8029032821754694, 0.8418424138883804, 0.7921673003317331, 0.8053694743300357, 0.7921673003317362]"
6.23e-05,"[0.8350259328024212, 0.8230767626636613, 0.832809733675792, 0.8577052472487889, 0.832809733675792, 0.8662061636191836, 0.8230767626636579, 0.8350259328024245, 0.8230767626636579]"
6.5e-05,"[0.8602710955118413, 0.8495363764118367, 0.8582945338666137, 0.8799410813302693, 0.8582945338666104, 0.8867878161324745, 0.8495363764118367, 0.8602710955118347, 0.8495363764118367]"
