MU,CALIs
0.0,"[-0.7615941559557649, -0.7615941559557649, -0.7615941559557649, -0.7615941559557649, -0.7615941559557649, -0.7615941559557649, -0.7615941559557649, -0.7615941559557649, -0.7615941559557649]"
1.87e-05,"[-0.8820608820437106, -0.87592438885792, -0.8812326677887597, -0.8725948069479434, -0.8812326677887595, -0.9267855365042296, -0.8759243888579202, -0.8820608820437106, -0.8759243888579202]"
3.75e-05,"[-0.9512095538189234, -0.9452110624047737, -0.9503985034597121, -0.9418109024769663, -0.950398503459712, -0.9833572300800806, -0.9452110624047738, -0.9512095538189234, -0.9452110624047738]"
5.62e-05,"[-0.9807807744148672, -0.9768453851483068, -0.9802588103071452, -0.9745020337609042, -0.9802588103071453, -0.9966180085066408, -0.9768453851483068, -0.9807807744148672, -0.9768453851483068]"
7.5e-05,"[-0.9924646434795864, -0.9902597828447519, -0.9921800933855504, -0.9888781817703718, -0.9921800933855504, -0.9993085144134023, -0.9902597828447519, -0.9924646434795864, -0.9902597828447519]"
9.37e-05,"[-0.9969042803323536, -0.9957544736148284, -0.9967602927486897, -0.9949966088202172, -0.9967602927486897, -0.999741163253627, -0.9957544736148284, -0.9969042803323536, -0.9957544736148284]"
0.0001125,"[-0.9982255149872586, -0.9976539013456966, -0.998156174546048, -0.9972577564365085, -0.998156174546048, -0.9993747259834312, -0.9976539013456966, -0.9982255149872586, -0.9976539013456966]"
0.0001312,"[-0.996551964270968, -0.9962765175679229, -0.9965196714742303, -0.9960760910032883, -0.9965196714742303, -0.9970146080071556, -0.9962765175679229, -0.996551964270968, -0.996276517567923]"
0.00015,"[-0.9846084449841751, -0.9844826755289439, -0.9845943105800482, -0.984386883479234, -0.9845943105800482, -0.9847898887970451, -0.9844826755289439, -0.9846084449841751, -0.9844826755289439]"
0.0001687,"[-0.9243798050988662, -0.924329895003151, -0.9243746098744385, -0.9242907438114839, -0.9243746098744385, -0.9244458774284834, -0.924329895003151, -0.9243798050988664, -0.9243298950031508]"
0.0001875,"[-0.6620839817705528, -0.6620752011284508, -0.6620834702595956, -0.6620695446140611, -0.6620834702595968, -0.6621005806724296, -0.6620752011284532, -0.6620839817705528, -0.6620752011284521]"
0.0002062,"[0.02158427523970685, 0.021575422057519722, 0.021582973624272528, 0.021565446162627788, 0.021582973624272528, 0.02158577836252995, 0.021575422057523497, 0.02158427523971418, 0.02157542205751617]"
0.000225,"[0.6880173346323633, 0.6880099317232289, 0.6880164076545927, 0.6880016664331561, 0.6880164076545867, 0.6880200862804868, 0.6880099317232229, 0.6880173346323633, 0.6880099317232409]"
0.0002438,"[0.9311286836872479, 0.9311256579809521, 0.9311283296654143, 0.9311220978375312, 0.931128329665428, 0.931129757914245, 0.9311256579809521, 0.9311286836872752, 0.9311256579809521]"
0.0002625,"[0.9862116951437723, 0.986210654488469, 0.9862115798468687, 0.9862093518774242, 0.9862115798468969, 0.9862120250982849, 0.986210654488469, 0.9862116951438005, 0.986210654488455]"
0.0002812,"[0.9973011751050749, 0.9973008324044952, 0.9973011390701134, 0.9973003751116811, 0.9973011390701134, 0.997301270975937, 0.9973008324045094, 0.9973011751051033, 0.9973008324044952]"
0.0003,"[0.9994787070359177, 0.9994785962563828, 0.9994786959837898, 0.9994784385899309, 0.9994786959837614, 0.9994787343420088, 0.9994785962563544, 0.9994787070359319, 0.9994785962563544]"
0.0003187,"[0.9998985158976057, 0.9998984800592099, 0.9998985125060234, 0.9998984256930854, 0.9998985125060376, 0.9998985237015394, 0.9998984800592241, 0.9998985158976057, 0.9998984800592099]"
0.0003375,"[0.9999804191509303, 0.9999804076638288, 0.9999804181207288, 0.9999803890933276, 0.999980418120743, 0.9999804213645, 0.999980407663843, 0.9999804191509445, 0.9999804076638288]"
0.0003562,"[0.9999961889411224, 0.9999961852460977, 0.9999961886271886, 0.9999961788856349, 0.9999961886272029, 0.9999961895730747, 0.9999961852460835, 0.9999961889411366, 0.9999961852460835]"
0.000375,"[0.9999992647188687, 0.999999263539926, 0.9999992646240459, 0.9999992613796014, 0.9999992646240459, 0.999999264898018, 0.9999992635399544, 0.9999992647188118, 0.9999992635399402]"
0.0003937,"[0.9999998568919166, 0.999999856514177, 0.9999998568631667, 0.999999855777941, 0.9999998568631383, 0.9999998569430362, 0.9999998565141486, 0.9999998568919024, 0.999999856514177]"
0.0004125,"[0.9999999723888957, 0.9999999722688393, 0.9999999723803021, 0.999999972019862, 0.9999999723803021, 0.9999999724034441, 0.9999999722688393, 0.9999999723889241, 0.9999999722688109]"
0.0004312,"[0.999999994625715, 0.9999999945873035, 0.9999999946230682, 0.9999999945028342, 0.9999999946230966, 0.9999999946298193, 0.9999999945873319, 0.999999994625715, 0.9999999945873319]"
0.00045,"[0.9999999989630037, 0.9999999989508148, 0.9999999989621822, 0.9999999989223345, 0.9999999989621822, 0.9999999989641601, 0.9999999989508148, 0.9999999989629469, 0.9999999989508432]"
