MU,CALIs
0.0,"[-0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568]"
5e-06,"[-0.09699673414525944, -0.09726248199234855, -0.09694767996572218, -0.09470414343408073, -0.09744447718154947, -0.09694767996572218, -0.09069932470032027, -0.09726248199234933, -0.09726248199234933]"
1e-05,"[-0.09119678077915905, -0.0920201362478823, -0.0911754202523638, -0.08575123700451748, -0.09251412520556812, -0.0911754202523638, -0.07706794634513403, -0.0920201362478823, -0.0920201362478823]"
1.5e-05,"[-0.07950377672515863, -0.08132861979263262, -0.07962260850191394, -0.069746566699738, -0.0823407151946749, -0.07962260850191472, -0.05576079712642168, -0.0813286197926334, -0.0813286197926334]"
2e-05,"[-0.057195469879586014, -0.0606435395739332, -0.05760715271489847, -0.04173604779935847, -0.062475605003905144, -0.05760715271489847, -0.022094729342759023, -0.0606435395739332, -0.0606435395739332]"
2.5e-05,"[-0.017234869251932627, -0.023056350841664686, -0.018118887645740878, 0.005244137185656195, -0.02609253403309797, -0.0181188876457391, 0.03026145862347862, -0.023056350841664686, -0.023056350841664686]"
3e-05,"[0.048471940640635314, 0.039602661211743495, 0.04695694708762277, 0.07857095197492403, 0.03498688084570878, 0.04695694708762366, 0.10765342887788099, 0.039602661211743495, 0.039602661211743495]"
3.5e-05,"[0.144845900983829, 0.13269631665879222, 0.14264313448527854, 0.18165399504198132, 0.12631873124245896, 0.14264313448527743, 0.21235435052975715, 0.13269631665879333, 0.13269631665879134]"
4e-05,"[0.2679701309317952, 0.25306872424408033, 0.26519088998697704, 0.3087691206623997, 0.2451256522384464, 0.26519088998697704, 0.33806379957614907, 0.2530687242440792, 0.25306872424408144]"
4.5e-05,"[0.40390680318020444, 0.38748404989617935, 0.4008116075197756, 0.4449382072267012, 0.37855928157596774, 0.4008116075197756, 0.47029666520396196, 0.38748404989617935, 0.3874840498961818]"
5e-05,"[0.5352348388831827, 0.5187554062581952, 0.5321286378700496, 0.5730981629563945, 0.5096056527532171, 0.5321286378700496, 0.5932749736177849, 0.5187554062581952, 0.5187554062581978]"
5.5e-05,"[0.6493125102188417, 0.6339726854482333, 0.6464380884161809, 0.6819267849878587, 0.6252625062585868, 0.6464380884161809, 0.6969573468429269, 0.6339726854482304, 0.6339726854482333]"
6e-05,"[0.7412105473516826, 0.727714440490677, 0.7387049983940095, 0.7678979793446314, 0.7198751484459331, 0.7387049983940064, 0.7785740450754066, 0.7277144404906801, 0.727714440490677]"
6.5e-05,"[0.8116987688622956, 0.8002998760553575, 0.8096060631628905, 0.8327500859820098, 0.7935274316012599, 0.8096060631628939, 0.8400889671905463, 0.800299876055351, 0.8002998760553575]"
7e-05,"[0.8641564730277014, 0.8548057654449517, 0.8624605080247756, 0.8803402104273792, 0.8491249866548012, 0.8624605080247756, 0.8852760421305859, 0.854805765444955, 0.8548057654449517]"
7.5e-05,"[0.9024962112038899, 0.8949842476221559, 0.9011508116162188, 0.9147159422604714, 0.8903195165607132, 0.9011508116162188, 0.9179882639919061, 0.8949842476221592, 0.8949842476221659]"
8e-05,"[0.9302196078664793, 0.9242753712078651, 0.9291685145888517, 0.9393300728531389, 0.9205039994046333, 0.9291685145888484, 0.9414793224000115, 0.9242753712078651, 0.9242753712078615]"
8.5e-05,"[0.9501410612795718, 0.9454893699498161, 0.9493289968670189, 0.9568723623458557, 0.9424751764228045, 0.9493289968670189, 0.9582754339719881, 0.9454893699498161, 0.9454893699498197]"
9e-05,"[0.9644044403163536, 0.9607944192467095, 0.9637822227337611, 0.9693455454006725, 0.9584062359332166, 0.9637822227337576, 0.9702579082989482, 0.960794419246713, 0.960794419246713]"
9.5e-05,"[0.9745961083538943, 0.9718122632299981, 0.9741223448609855, 0.9782057757500382, 0.9699326953758935, 0.9741223448609855, 0.9787975526135386, 0.9718122632300017, 0.9718122632299981]"
0.0001,"[0.9818707605736992, 0.9797346528638893, 0.9815117916285105, 0.9844983194317232, 0.9782631355014908, 0.9815117916285034, 0.9848815376707292, 0.9797346528638822, 0.9797346528638822]"
0.000105,"[0.9870609112803039, 0.9854283089188234, 0.9867899785128353, 0.9889683442947579, 0.9842811007873451, 0.9867899785128422, 0.9892162510542319, 0.9854283089188234, 0.9854283089188234]"
0.00011,"[0.9907634680627668, 0.9895197119248209, 0.9905596285136771, 0.9921451912830512, 0.9886284174655009, 0.9905596285136771, 0.9923054603871597, 0.9895197119248209, 0.9895197119248209]"
0.000115,"[0.9934050592092714, 0.9924600781612447, 0.9932521030835655, 0.9944042717475963, 0.9917695992029136, 0.9932521030835584, 0.9945078422972622, 0.9924600781612589, 0.9924600781612447]"
0.00012,"[0.995290090261076, 0.9945737474775884, 0.99517557391518, 0.99601169439213, 0.9940401452360834, 0.9951755739151729, 0.9960786080552773, 0.9945737474775884, 0.9945737474775884]"
