MU,CALIs
0.0,"[-0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957]"
8.8e-06,"[-0.5469805138142078, -0.5408838862268943, -0.5455128907134029, -0.5665994758762927, -0.5380823649969946, -0.5455128907134029, -0.5929526753798502, -0.5408838862268943, -0.5408838862268948]"
1.75e-05,"[-0.6487421612715385, -0.6371839068999798, -0.6460147698121013, -0.6839247616512398, -0.6317466169346246, -0.6460147698121009, -0.7254368759051584, -0.6371839068999795, -0.6371839068999798]"
2.62e-05,"[-0.7518211560740191, -0.7370369932250316, -0.748408333151602, -0.7939585379900062, -0.7298925435522288, -0.748408333151602, -0.8370515554584719, -0.7370369932250314, -0.7370369932250314]"
3.5e-05,"[-0.8378773693892608, -0.8227775969010602, -0.8344712620114202, -0.8778331852134007, -0.815261555554467, -0.8344712620114202, -0.9128210066812295, -0.8227775969010602, -0.8227775969010601]"
4.38e-05,"[-0.8969241993221686, -0.8836571210307984, -0.8939992487480204, -0.9293621651140109, -0.8768471652317837, -0.8939992487480204, -0.9535157114928228, -0.8836571210307986, -0.8836571210307986]"
5.25e-05,"[-0.9313787831680296, -0.9207714623303201, -0.9290902860005965, -0.955318057286288, -0.9151581626316023, -0.9290902860005965, -0.9704563341977169, -0.92077146233032, -0.9207714623303199]"
6.13e-05,"[-0.9479227687608204, -0.939984089558526, -0.9462444355058983, -0.9644514333107601, -0.9356545006335389, -0.9462444355058983, -0.9733142226317042, -0.939984089558526, -0.939984089558526]"
7e-05,"[-0.9498823553171916, -0.9441860626153841, -0.9486995398117947, -0.9608578764941915, -0.9409899831277871, -0.9486995398117948, -0.9658752892575104, -0.9441860626153841, -0.9441860626153842]"
7.88e-05,"[-0.9373288975278553, -0.9334192674054487, -0.9365293988017824, -0.9443226396067543, -0.9311669363942279, -0.9365293988017827, -0.9470628116212074, -0.9334192674054487, -0.9334192674054486]"
8.75e-05,"[-0.9064480957458625, -0.9038741270032365, -0.905927365972349, -0.9107551805663057, -0.9023578288158239, -0.9059273659723489, -0.9122212516226147, -0.9038741270032365, -0.9038741270032365]"
9.63e-05,"[-0.847679380305789, -0.8461017995346083, -0.8473611489409412, -0.8501766218771161, -0.8451583316301822, -0.8473611489409417, -0.8509291948730285, -0.8461017995346081, -0.8461017995346081]"
0.000105,"[-0.7490351823471753, -0.7481673460548883, -0.7488575168895583, -0.7503689268240374, -0.7476498331561079, -0.7488575168895587, -0.7507393336802219, -0.7481673460548883, -0.7481673460548879]"
0.0001138,"[-0.5928148893278109, -0.5924447847867542, -0.5927335050083204, -0.5934111473221806, -0.5922389709849721, -0.5927335050083204, -0.593578091635377, -0.5924447847867528, -0.5924447847867528]"
0.0001225,"[-0.37400844141775813, -0.3739526371144619, -0.3739868147483162, -0.37418097364471237, -0.37395156792717577, -0.37398681474831175, -0.374247540410932, -0.3739526371144619, -0.37395263711446414]"
0.0001313,"[-0.09903401506168075, -0.09914871697450511, -0.09904481663694953, -0.09899326614602788, -0.09926210326561591, -0.09904481663695275, -0.09901375595793194, -0.09914871697450833, -0.09914871697450833]"
0.00014,"[0.1893508070686274, 0.18917713476493292, 0.18932795860135787, 0.18946494014989512, 0.18902444061882462, 0.18932795860135787, 0.18946190439524813, 0.18917713476493292, 0.18917713476493292]"
0.0001488,"[0.4512995197516918, 0.45113359689313337, 0.45127647871823484, 0.4514138969136732, 0.4509893307725883, 0.45127647871823484, 0.4514157900944229, 0.4511335968931438, 0.4511335968931489]"
0.0001575,"[0.6514356672009285, 0.651305164551927, 0.6514173821188887, 0.651523369348999, 0.6511902463774843, 0.6514173821189122, 0.6515256206058213, 0.651305164551927, 0.651305164551921]"
0.0001663,"[0.7904626045812682, 0.7903709683633449, 0.7904498466472178, 0.7905212431948381, 0.7902884909735564, 0.7904498466471988, 0.7905227882535635, 0.7903709683633449, 0.7903709683633449]"
0.000175,"[0.8773680351361519, 0.8773075203832417, 0.877359721122208, 0.8774045754171884, 0.8772516282377947, 0.8773597211221946, 0.8774054638793327, 0.8773075203832483, 0.8773075203832483]"
0.0001838,"[0.9301014342719103, 0.9300632170089824, 0.9300962730992186, 0.9301230980366959, 0.9300269030381496, 0.9300962730992186, 0.9301235625684106, 0.9300632170089755, 0.9300632170089687]"
0.0001925,"[0.9603753140712903, 0.9603516266899155, 0.9603721758333055, 0.9603879031740452, 0.9603284500530898, 0.9603721758333055, 0.9603881363409226, 0.9603516266899363, 0.9603516266899363]"
0.0002013,"[0.9778363603561087, 0.9778219749021175, 0.977834493628913, 0.9778435177278058, 0.9778074663036211, 0.9778344936289058, 0.977843630608642, 0.9778219749021317, 0.9778219749021317]"
0.00021,"[0.9875689973162876, 0.9875602921216724, 0.9875678916136665, 0.987573054845893, 0.9875512418218979, 0.9875678916136807, 0.9875731090329629, 0.9875602921216442, 0.9875602921216442]"
