MU,CALIs
0.0,"[-0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568]"
5e-06,"[-0.09883842731766257, -0.09897914938326391, -0.09878224570336458, -0.09761960834849948, -0.09907308711146923, -0.09878224570336458, -0.09476251246369694, -0.09883842731766257, -0.09897914938326313]"
1e-05,"[-0.09579973844242595, -0.09630872406905644, -0.09574736084484392, -0.09262955820956542, -0.09659807795541175, -0.09574736084484314, -0.08629787024094915, -0.09579973844242595, -0.09630872406905644]"
1.5e-05,"[-0.08820728488869245, -0.08944964225284813, -0.08825087277287835, -0.08204444256529186, -0.0901050393325401, -0.08825087277287835, -0.07161968005210695, -0.08820728488869334, -0.08944964225284813]"
2e-05,"[-0.07185506239688755, -0.07436668448225237, -0.0721249802921019, -0.06137187179361103, -0.07565083520058447, -0.07212498029210279, -0.046412448627211944, -0.07185506239688833, -0.07436668448225159]"
2.5e-05,"[-0.040185351836322436, -0.04464398726075858, -0.0408413651966546, -0.02399921345881495, -0.04690787360713489, -0.04084136519665371, -0.004547373256062581, -0.040185351836322436, -0.04464398726075858]"
3e-05,"[0.014796517661340935, 0.0077371984904621716, 0.013604376430169207, 0.03757095364577134, 0.004126711699041552, 0.013604376430169207, 0.060632285862177504, 0.014796517661340935, 0.007737198490461283]"
3.5e-05,"[0.09884867358498806, 0.0888779022387911, 0.09705046868280043, 0.12785966126930104, 0.08369892968381976, 0.09705046868280043, 0.15267362112388772, 0.09884867358498806, 0.088877902238792]"
4e-05,"[0.21019796455642936, 0.19764837626851217, 0.2078657063884295, 0.2434809740270416, 0.19099820184025273, 0.2078657063884295, 0.26762440009171873, 0.21019796455642825, 0.19764837626851128]"
4.5e-05,"[0.33774421583614656, 0.32358659811422585, 0.335084489993958, 0.37224341949851936, 0.31591493826051575, 0.33508448999396023, 0.39357484256644115, 0.3377442158361488, 0.32358659811422474]"
5e-05,"[0.46601779987118697, 0.45149806663173075, 0.4632896343155424, 0.4987299352925021, 0.4434446735774995, 0.4632896343155424, 0.5160669017206359, 0.46601779987118697, 0.4514980666317283]"
5.5e-05,"[0.582396237063519, 0.5686042620772309, 0.5798198643172405, 0.6112686837758545, 0.5607725217157242, 0.5798198643172379, 0.6244592589989559, 0.5823962370635218, 0.5686042620772336]"
6e-05,"[0.6804702149370359, 0.6681122711786496, 0.6781827282892499, 0.7046080724270047, 0.6609293914558136, 0.6781827282892468, 0.7141660502294984, 0.6804702149370359, 0.6681122711786496]"
6.5e-05,"[0.7591295431653604, 0.7485238870954853, 0.7571877642212848, 0.7785240851803239, 0.7422167670679016, 0.7571877642212816, 0.7852141278618683, 0.7591295431653604, 0.7485238870954853]"
7e-05,"[0.8202262779380982, 0.8114070992341218, 0.8186306371919985, 0.835369649015715, 0.8060435840688447, 0.8186306371919985, 0.8399408388025962, 0.8202262779380982, 0.8114070992341218]"
7.5e-05,"[0.866712264467933, 0.8595463828274352, 0.8654316270031353, 0.8782945423051116, 0.8550918540242591, 0.8654316270031353, 0.8813663979631343, 0.8667122644679297, 0.8595463828274319]"
8e-05,"[0.9016115741904489, 0.8958879678035152, 0.9006014021136184, 0.9103382887423017, 0.8922529406671189, 0.9006014021136184, 0.912378969178036, 0.9016115741904454, 0.8958879678035152]"
8.5e-05,"[0.9275836402102391, 0.9230704119388973, 0.926797027231073, 0.934086857282084, 0.9201432610824525, 0.9267970272310766, 0.9354317251128417, 0.9275836402102426, 0.9230704119388973]"
9e-05,"[0.9468006563589462, 0.9432765076552687, 0.9461940818817316, 0.951607465659565, 0.9409432240375597, 0.9461940818817316, 0.9524888402512472, 0.9468006563589393, 0.9432765076552652]"
9.5e-05,"[0.9609654077606491, 0.9582343359795438, 0.9605011720844401, 0.9644965535649723, 0.9563890715207926, 0.9605011720844472, 0.9650719090055004, 0.9609654077606491, 0.9582343359795473]"
0.0001,"[0.9713801208225183, 0.9692762145168654, 0.9710269141071526, 0.9739620120615131, 0.9678259732960806, 0.9710269141071597, 0.9743365558243424, 0.9713801208225183, 0.9692762145168725]"
0.000105,"[0.9790252927624659, 0.9774122273817429, 0.9787578252923415, 0.9809062747481105, 0.9762781372065168, 0.9787578252923343, 0.9811496091949707, 0.979025292762459, 0.9774122273817429]"
0.00011,"[0.9846317701497964, 0.9833998123547611, 0.984430005037582, 0.9859982223836044, 0.9825165665424647, 0.9844300050375749, 0.9861560849945625, 0.9846317701498035, 0.9833998123547472]"
0.000115,"[0.9887407278843576, 0.9878028443629092, 0.9885890088667266, 0.9897311470690924, 0.9871172836766338, 0.9885890088667197, 0.9898334523388501, 0.9887407278843647, 0.9878028443629021]"
0.00012,"[0.9917511632261871, 0.991039076166798, 0.9916373822675966, 0.9924677148701198, 0.9905084689556101, 0.9916373822675966, 0.9925339637624426, 0.9917511632261871, 0.9910390761668051]"
