CALIs
1,2,3,4,5,6,7,8,9,10
"[-0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957]"
"[-0.5053504071819426, -0.5033252546038517, -0.5054278861113156, -0.5151522202245409, -0.5021004358240732, -0.5054278861113156, -0.5033252546038517, -0.5053504071819421, -0.5033252546038521]"
"[-0.5566077571113657, -0.5525324297413248, -0.5566665795643944, -0.5748986303232899, -0.550084348112523, -0.556666579564394, -0.5525324297413248, -0.5566077571113657, -0.5525324297413248]"
"[-0.6133808502632809, -0.6075716330620138, -0.613367995715635, -0.6376852854444647, -0.6040814969524175, -0.6133679957156347, -0.6075716330620142, -0.6133808502632809, -0.6075716330620138]"
"[-0.6683360797400055, -0.6615745416799401, -0.6682686776393667, -0.6949792568790074, -0.6574786856145949, -0.6682686776393667, -0.6615745416799401, -0.6683360797400055, -0.6615745416799399]"
"[-0.7044227354970294, -0.6979922780491815, -0.7044079969347394, -0.7289624217543313, -0.6940205661410597, -0.7044079969347397, -0.6979922780491817, -0.7044227354970294, -0.6979922780491812]"
"[-0.6903377672842206, -0.6858478020171122, -0.6905602293347484, -0.7085427059805214, -0.6829518821044087, -0.6905602293347484, -0.6858478020171125, -0.6903377672842206, -0.6858478020171125]"
"[-0.5659550572929866, -0.5651370735866524, -0.5666335198010124, -0.5744130354074186, -0.5644081548143987, -0.5666335198010124, -0.5651370735866517, -0.5659550572929861, -0.5651370735866521]"
"[-0.2606271591083811, -0.26432755472953895, -0.26184147000512004, -0.25869526199237736, -0.2664167376962454, -0.2618414700051187, -0.26432755472953773, -0.2606271591083824, -0.26432755472953773]"
"[0.20092844896016748, 0.19408094020361477, 0.19943760010825518, 0.20948759137689454, 0.18985698768418424, 0.19943760010825295, 0.19408094020361477, 0.20092844896016526, 0.19408094020361055]"
"[0.6057880534597184, 0.5988229069218312, 0.6044693731318176, 0.6149059201116922, 0.5943208454733873, 0.6044693731318234, 0.5988229069218312, 0.6057880534597213, 0.5988229069218312]"
"[0.8383876526467056, 0.8330731766929573, 0.8374487820675001, 0.8450286371450275, 0.8294977524367686, 0.8374487820675001, 0.833073176692954, 0.8383876526467022, 0.8330731766929607]"
"[0.9381711919712483, 0.9346049752124799, 0.937567189924321, 0.9423168127451491, 0.9321150174295587, 0.9375671899243279, 0.9346049752124799, 0.938171191971245, 0.9346049752124799]"
"[0.977089906563607, 0.9748376973702879, 0.9767203194166201, 0.9795029981419436, 0.9732072465374597, 0.9767203194166236, 0.9748376973702879, 0.9770899065636034, 0.9748376973702915]"
"[0.9913370655071179, 0.9899402627516638, 0.9911138118183969, 0.9927151798957583, 0.9888932427444659, 0.9911138118183898, 0.9899402627516569, 0.9913370655071108, 0.9899402627516569]"
"[0.996673986510739, 0.9958216827802495, 0.9965410390959992, 0.9974481404749738, 0.9951604125018865, 0.9965410390959992, 0.9958216827802635, 0.9966739865107319, 0.9958216827802706]"
"[0.9986586168415672, 0.9981386301107562, 0.998579350177464, 0.9990945557751683, 0.9977214624336312, 0.9985793501774569, 0.9981386301107633, 0.9986586168415601, 0.9981386301107562]"
"[0.999438358243403, 0.9991241237395905, 0.9993915336564483, 0.9996817574045802, 0.9988634709109794, 0.9993915336564341, 0.9991241237395976, 0.9994383582433959, 0.9991241237395905]"
"[0.9997497768361361, 0.9995593573154127, 0.9997220269926013, 0.9998864288062148, 0.999396172918352, 0.9997220269926013, 0.9995593573154056, 0.9997497768361432, 0.9995593573154127]"
"[0.9998836234850492, 0.9997691917797598, 0.9998673177439386, 0.9999597766771977, 0.9996678711407325, 0.9998673177439386, 0.9997691917797669, 0.9998836234850492, 0.9997691917797598]"
"[0.9999428168203157, 0.99987380931495, 0.9999331999181913, 0.9999855103299033, 0.9998107195608144, 0.9999331999181842, 0.99987380931495, 0.9999428168203086, 0.99987380931495]"
"[0.9999710454484083, 0.9999297599122519, 0.999965420270515, 0.9999948078515428, 0.9998907805550017, 0.9999654202705222, 0.9999297599122448, 0.9999710454484083, 0.9999297599122519]"
"[0.9999847957878607, 0.9999599990504595, 0.9999814921217323, 0.9999981028171661, 0.9999358353736694, 0.9999814921217394, 0.9999599990504595, 0.9999847957878607, 0.9999599990504666]"
"[0.9999919091579161, 0.999977129525718, 0.9999899844720979, 0.9999993080858325, 0.999962261769868, 0.999989984472105, 0.999977129525718, 0.999991909157909, 0.999977129525718]"
"[0.9999956020826299, 0.9999867555388933, 0.9999944758824557, 0.9999997417906268, 0.999977573435064, 0.9999944758824415, 0.9999867555388933, 0.9999956020826299, 0.9999867555389075]"
