Tract,CALI
V1,0.18008187084769656
V2,-0.45668846782319605
V3,-0.49540752403829535
V4,-0.13198865794083625
V5,-0.5229197561331276
V6,-0.5089738938580954
V7,-0.6072069748108644
V8,0.4048325110123694
V9,0.038750365443746215
V10,0.09024833336733695
V11,0.3061436296813411
V12,-0.49761040257640987
V13,0.08408078395701812
V14,-0.2502473489969126
V15,-0.16641821756956854
V16,-0.29980791867023515
V17,-0.4369775290934462
V18,-0.30481456526872175
V19,3.5087431583136146
whole GM,8.440165769671738
