Tract,CALI
V1,-0.19680576636829927
V2,-0.05771253708127877
V3,-0.29071925603422133
V4,-0.37803025739732155
V5,0.01922907804663687
V6,-0.12706590455691769
V7,-0.35014474876055346
V8,-0.06983000456223898
V9,-0.04714480731283199
V10,-0.2829959211221684
V11,0.44583979704228005
V12,-0.026945262270435033
V13,-0.1469616249712833
V14,1.0710029250839943
V15,-0.04955797359591074
V16,-0.43248874823796923
V17,0.1062934498563679
V18,-0.22490107817471128
V19,0.039035053740334114
whole GM,11.542784243948846
