Tract,CALI
V1,-0.06050308601770149
V2,-0.06198439232580599
V3,-0.0575664981785704
V4,-0.058441733463539314
V5,-0.06138462218009455
V6,-0.06114552221988656
V7,-0.06033165131357854
V8,-0.05640308970285057
V9,-0.06068937147957432
V10,-0.05796549665364825
V11,-0.0642926310071239
V12,-0.05877623108534369
V13,-0.07596114983551028
V14,-0.06461471961796295
V15,-0.05834115916267779
V16,-0.057183293167749394
V17,-0.061030532402500004
V18,-0.05986465391328499
V19,-0.05415607991158522
whole GM,13.219535476737564
