Tract,CALI
V1,0.08490737916465974
V2,-0.5743527414166916
V3,0.573960092386248
V4,-0.6169031890774654
V5,-0.23730690568287538
V6,0.2315921487115764
V7,0.0032278974240553815
V8,0.367920852296012
V9,1.3652122793803843
V10,1.222348364293897
V11,-0.030666602701249213
V12,0.3109788210990527
V13,0.5870963847193942
V14,0.11466758599478633
V15,0.02387297386017795
V16,-0.6354008717613009
V17,0.48782552747578345
V18,0.15649596004560618
V19,-0.6970096995398238
whole GM,10.41407572172267
