Tract,CALI
V1,0.18610418784789462
V2,0.22423974991790296
V3,0.10079893204805024
V4,0.17019276513589698
V5,0.20082603667481447
V6,0.14698473809108736
V7,0.20801618754300177
V8,0.16387253672692004
V9,0.23878325878173823
V10,0.10932474323608998
V11,0.2574881325872387
V12,0.13770309308697737
V13,0.2479518565442238
V14,0.16565336790412566
V15,-0.07515563133381342
V16,0.12687661912212644
V17,0.1444549726704425
V18,0.19132713887356512
V19,0.08253110091522053
whole GM,13.720441467095796
