Tract index,CALI
1,0.009311148848304418
2,0.030411069261490953
3,0.015033789465279002
4,0.011622400334591942
5,0.03302430360229325
6,0.024422033854077707
7,0.016585533062401403
8,0.0033266618128784398
9,0.02893741253358839
10,0.0051217838073351896
11,0.010910476283018777
12,0.007222933265498499
13,0.05360329899851912
14,0.029230242751473012
15,-0.0030138469538241175
16,0.007864860599449797
17,0.03176117538994294
18,0.005767028111423711
19,0.006580970297520361
whole GM,13.278310748855263
