Tract,CALI
V1,-0.12056555273860481
V2,-0.12341722104651598
V3,-0.11493739109289824
V4,-0.11645478708231816
V5,-0.12195993331252641
V6,-0.12190572322879945
V7,-0.11946019604705371
V8,-0.11157258012077143
V9,-0.11998905638621948
V10,-0.11468712373674228
V11,-0.12887870645696242
V12,-0.11634049035435323
V13,-0.15095159434687166
V14,-0.1275204571010855
V15,-0.11459107557572312
V16,-0.11323311081340759
V17,-0.1208097787133059
V18,-0.1191274337443069
V19,-0.1045168433238659
whole GM,13.292522567177055
