Tract,CALI
V1,-0.06618684944595932
V2,-0.07228315435666277
V3,-0.06327878428723943
V4,-0.0665030111192968
V5,-0.06671702536914448
V6,-0.06865803876773335
V7,-0.0687525998021733
V8,-0.06216136924853766
V9,-0.06964082617238132
V10,-0.06449203798694503
V11,-0.07455860899846267
V12,-0.06534419556699134
V13,-0.09488759786998491
V14,-0.07471270486595749
V15,-0.06448641477247419
V16,-0.061983631669801365
V17,-0.07144208856498535
V18,-0.06796480229525914
V19,-0.0597277044900173
whole GM,13.308181968533974
