Tract,CALI
V1,-0.008932950749120594
V2,-0.009760354355365819
V3,-0.009175081846375166
V4,-0.009129485603916021
V5,-0.008766245940565853
V6,-0.009668510307695999
V7,-0.009221868525142396
V8,-0.009441905511150872
V9,-0.009886369359074942
V10,-0.009524176678008978
V11,-0.00871199002681633
V12,-0.009046293852624565
V13,-0.010780211338428991
V14,-0.00986875731414083
V15,-0.009420331619421352
V16,-0.010031732627313161
V17,-0.010508649847099205
V18,-0.008764563386336244
V19,-0.010073442360487905
whole GM,13.198282134490611
