Tract,CALI
V1,-0.6918684630688333
V2,-0.9478691608961158
V3,-0.6638885353863553
V4,-0.7538665621125638
V5,-0.6514901039303131
V6,-0.9671210063638922
V7,-0.7221595071313816
V8,-0.7100167953826834
V9,-0.595453721782004
V10,-0.6307621413193725
V11,-0.6563001136667295
V12,-0.6216604691321299
V13,-0.7519620401324583
V14,-0.6018008861980948
V15,-0.6754455712508005
V16,-0.7700276583595597
V17,-0.6350476389467985
V18,-0.6904638380401926
V19,-0.6105686139872724
whole GM,14.421839749093852
