Tract,CALI
V1,0.0021114065832998907
V2,-3.690033235181911e-05
V3,-0.0017697470076309951
V4,-0.0011358381180814892
V5,0.0012429830685358745
V6,-0.0008826187843559152
V7,-0.0001597575959625397
V8,-0.0042333408011050455
V9,-0.003129795299649074
V10,-0.0038835387884623707
V11,0.004581995606002032
V12,-0.0012750588062241386
V13,-0.0012141232994588025
V14,-0.0010706583741083575
V15,-0.003176587328746594
V16,-0.0047280140452578
V17,-0.004160457334772327
V18,-0.00012530257170539905
V19,-0.006705445043590719
whole GM,13.305881984731187
