Tract,CALI
V1,-0.8242292807639617
V2,-0.9265693666226911
V3,-0.9872488474495857
V4,-0.9090641049971657
V5,-0.9655516680104814
V6,-0.6289647414585462
V7,-0.47223488696391025
V8,-0.400115976977817
V9,-0.8902433597571584
V10,-0.8861872550409802
V11,-0.4773266136018497
V12,-0.9605568048290404
V13,-0.6129692623847596
V14,-0.72731657691617
V15,-0.9758017609098285
V16,-0.21223023634685478
V17,-0.9374526902076065
V18,-0.700823813021922
V19,-0.15114176643655775
whole GM,11.054043569506971
