Tract index,CALI
1,-0.005664458936565864
2,0.005099304098119317
3,-0.0011933594528020786
4,-0.0032068206717001946
5,0.0061744486122303766
6,0.0024846671419882504
7,-0.0013761451151503845
8,-0.006107173951950373
9,0.005482853018915712
10,-0.005618863075968705
11,-0.0061546419476066205
12,-0.005406096785668502
13,0.014561667930008904
14,0.004321679718296778
15,-0.009909123821435717
16,-0.0038444643095446596
17,0.007107813399062746
18,-0.006587310742404928
19,-0.003396886663761589
whole GM,13.170182274542036
