Tract,CALI
V1,-0.3988718547568494
V2,-0.4563132127061531
V3,-0.46664469323026114
V4,-0.45981512457259877
V5,-0.45609643549172607
V6,-0.46347525080982854
V7,-0.4420754659641706
V8,-0.5294890471028029
V9,-0.4512212613514319
V10,-0.49158562073143197
V11,-0.4051219972550407
V12,-0.4447827926855259
V13,-0.45852608205099454
V14,-0.45825366221143726
V15,-0.458906325775738
V16,-0.46077427382044833
V17,-0.48038188274500815
V18,-0.456211376682354
V19,-0.4303402355660292
whole GM,15.4294474979625
