Tract,CALI
V1,-0.08300787261705256
V2,0.7962836764159278
V3,-0.16204925891034594
V4,0.7113632826232552
V5,0.12081682433213992
V6,1.0497408580114636
V7,-0.38574162658132904
V8,0.733581503497551
V9,0.5133922778350313
V10,0.008220156769117581
V11,-0.2523805078448401
V12,-0.14376599258424683
V13,-0.5653226891408138
V14,0.28417849249201366
V15,0.18964060008790784
V16,-0.22780181775650754
V17,0.052581648611234266
V18,-0.052701098172953875
V19,0.2645343083433629
whole GM,8.930450827657015
