Tract index,CALI
1,0.009696983538917792
2,0.03145660916030657
3,0.015423782740981995
4,0.011378368105935843
5,0.03415732652996217
6,0.024838068580842476
7,0.01681996799066776
8,0.003145139812334552
9,0.029312463771839825
10,0.005075320976621001
11,0.009681962123600618
12,0.007226170790816111
13,0.05638356412211021
14,0.030110513451607535
15,-0.0030379497349168894
16,0.007615245665272052
17,0.0316952661111749
18,0.005771512346449459
19,0.006644388979141214
whole GM,13.173004675851171
