Tract,CALI
V1,-0.2635832536777041
V2,-0.22793559242775763
V3,-0.2074327993606323
V4,-0.22137736753440207
V5,-0.29709528075089964
V6,-0.22845924479671165
V7,-0.21847740299076435
V8,-0.28167638854933696
V9,-0.21542035071651366
V10,-0.20514987578038602
V11,-0.2512669327589234
V12,-0.20584478880765666
V13,-0.35697441842948985
V14,-0.2500745582271633
V15,-0.19870985453425816
V16,-0.20571302036726213
V17,-0.2349649620755152
V18,-0.27022342070415617
V19,-0.1934817414778689
whole GM,13.872156663393245
