Tract,CALI
V1,-0.8821599756298749
V2,-0.8902136248537215
V3,-0.8538307117982716
V4,-0.8622513501509073
V5,-0.8874358108616436
V6,-0.8841566929939131
V7,-0.8770304906355052
V8,-0.8403548183688537
V9,-0.8756310773134478
V10,-0.8534833543341203
V11,-0.9081754177621638
V12,-0.8643146685028709
V13,-0.9541836057493616
V14,-0.9035779348116828
V15,-0.8580902767930052
V16,-0.8460321395709336
V17,-0.876985698090585
V18,-0.8752493694421336
V19,-0.814956260131259
whole GM,24.01587890234504
