Tract,CALI
V1,-0.4111815416478468
V2,-0.39998738161595593
V3,-0.34842439650852264
V4,-0.37182577409327533
V5,-0.39775234877823584
V6,-0.3919172618198453
V7,-0.40011579191312574
V8,-0.3278605765348619
V9,-0.3822883671486167
V10,-0.361100548767499
V11,-0.4515710553428527
V12,-0.38240249564193785
V13,-0.4724105207348104
V14,-0.43359914967558366
V15,-0.38062383527499744
V16,-0.33738485763799864
V17,-0.3781381028667392
V18,-0.39950330509378884
V19,-0.24578792102008695
whole GM,15.764403326919185
