Tract,CALI
V1,-0.9493616552694764
V2,-0.9571255681076511
V3,-0.9184661031781619
V4,-0.9285034805267153
V5,-0.9545922544975892
V6,-0.9519084204865252
V7,-0.944393012978475
V8,-0.9009422915749887
V9,-0.9433960144348671
V10,-0.9181170532122815
V11,-0.970796019105844
V12,-0.9307557995268655
V13,-0.9938524516493323
V14,-0.9678468184706635
V15,-0.9235053945721207
V16,-0.908899944557237
V17,-0.9448486244358096
V18,-0.9423687328219877
V19,-0.8633415945298243
whole GM,27.253182705219757
