V1,0.9812938662371938
V2,0.9794887872184823
V3,0.9763219818813336
V4,0.9778431286422397
V5,0.9794484063429981
V6,0.9792422796849717
V7,0.9797583613058147
V8,0.9741828795917681
V9,0.9777640774906836
V10,0.9765261992515802
V11,0.9844824199352129
V12,0.9784751604318884
V13,0.9812016554025607
V14,0.9810623105585577
V15,0.9778093618001517
V16,0.9749324723831851
V17,0.977284002908935
V18,0.9798418084228323
V19,0.9687289381136847
V1,0.9812938662371938
V2,0.9794887872184823
V3,0.9763219818813336
V4,0.9778431286422394
V5,0.9794484063429979
V6,0.9792422796849715
V7,0.9797583613058146
V8,0.974182879591768
V9,0.9777640774906834
V10,0.9765261992515801
V11,0.9844824199352127
V12,0.9784751604318883
V13,0.9812016554025605
V14,0.9810623105585575
V15,0.9778093618001515
V16,0.9749324723831849
V17,0.977284002908935
V18,0.9798418084228323
V19,0.9687289381136847
