Tract,CALI
V1,-0.12440335990204066
V2,-0.12686579138467324
V3,-0.11812531401314197
V4,-0.12000033471645355
V5,-0.12651686351800373
V6,-0.12502722105856323
V7,-0.12478437259049602
V8,-0.11503199920289153
V9,-0.12341193578424703
V10,-0.11934268888543542
V11,-0.13300473730827755
V12,-0.12032752543151248
V13,-0.15454865634258574
V14,-0.13265735650663757
V15,-0.11961354084728115
V16,-0.11689291985108252
V17,-0.12468501909006369
V18,-0.12525441356505773
V19,-0.11012390578842302
whole GM,13.297125449973539
