Tract,CALI
V1,-0.9914255022186426
V2,-0.9942373448388406
V3,-0.9761862521707662
V4,-0.9820880808913942
V5,-0.9933491828004889
V6,-0.992690537348494
V7,-0.9895190190978664
V8,-0.9638566197556078
V9,-0.9893910332677396
V10,-0.9759950817728348
V11,-0.9973539873141044
V12,-0.9832111220277829
V13,-0.9999130849272001
V14,-0.9968506183545273
V15,-0.9791574123039908
V16,-0.9699954075592446
V17,-0.9900635034500327
V18,-0.9887919084100469
V19,-0.9282162483470756
whole GM,34.50812378759177
