Tract,CALI
V1,0.10578790108667557
V2,0.09201815741878816
V3,0.07368784330931022
V4,0.08127774086473338
V5,0.09469454966321034
V6,0.0892778712418949
V7,0.09271739105950894
V8,0.05862187228263349
V9,0.07635093069249232
V10,0.069025799880998
V11,0.12859821113171432
V12,0.08370702725458123
V13,0.0992128450985228
V14,0.09779847073765069
V15,0.07574227678265011
V16,0.060414762212793294
V17,0.07183632571991794
V18,0.09174616417612991
V19,0.03340661723263083
whole GM,13.952744607347562
