Tract,CALI
V1,0.07555528391805177
V2,0.10457455032070295
V3,0.07053471130260425
V4,0.06762799572902778
V5,0.10769136674425606
V6,0.09826459423266143
V7,0.08131475647047126
V8,0.038487971178361446
V9,0.0974436480190688
V10,0.050515602634798595
V11,0.08537313058851326
V12,0.06051347170203414
V13,0.11395514954204833
V14,0.10087683168138284
V15,0.037173180704271225
V16,0.052588677066317535
V17,0.1015604999369033
V18,0.06126662281632678
V19,0.031922530590235976
whole GM,15.60950386473283
