Tract,CALI
V1,-0.5794786972932169
V2,-0.9388004100450233
V3,-0.3331803793798205
V4,-0.7053452942877187
V5,-0.7362751782843655
V6,-0.8499125169756303
V7,-0.9696919525769112
V8,-0.9630171956002735
V9,-0.9087555293781414
V10,-0.14171450869807967
V11,-0.9197716645558178
V12,-0.5723283026949808
V13,-0.5922255275937341
V14,-0.9703127823834452
V15,-0.8471051905848563
V16,0.16053730124893217
V17,-0.7259679626086932
V18,-0.6301636109236446
V19,0.10729843386352034
whole GM,10.868119103347972
