Tract,CALI
V1,-0.2784841086546257
V2,-0.2908191941736744
V3,-0.24164403492291253
V4,-0.25313005282087364
V5,-0.29045233708247464
V6,-0.27766256828934
V7,-0.27993001035914733
V8,-0.2193056698611483
V9,-0.2801163193660423
V10,-0.24316928387921166
V11,-0.3211028824920271
V12,-0.25735914357779666
V13,-0.40526191573347115
V14,-0.3240688297553277
V15,-0.24768737099837257
V16,-0.23003782853483468
V17,-0.28055052012006676
V18,-0.2676303144643385
V19,-0.17912238984479423
whole GM,14.062321195610565
