Tract,CALI
V1,-0.40490233291057964
V2,-0.22236352536286863
V3,0.054650580409320026
V4,0.48193238990548104
V5,0.2933600670962955
V6,0.38966956495070293
V7,0.03820515972733318
V8,0.38231967730758054
V9,0.3389734928468029
V10,0.2450436542210901
V11,0.6066436556260915
V12,-0.2512663740720691
V13,-0.694560525823325
V14,-0.1423547412396694
V15,-0.1700036822225771
V16,0.53712216316033
V17,-0.27537652758581566
V18,-0.16586244350976243
V19,1.1765948119516167
whole GM,8.861223654059136
