CALIs
1,2,3,4,5,6,7,8,9,10
"[-0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025]"
"[-0.044377011085036555, -0.044841338512157325, -0.04441889429392587, -0.04195228541600171, -0.04509033706809451, -0.04441889429392587, -0.037947518497086, -0.044841338512157325, -0.044841338512157325]"
"[-0.03728676242873141, -0.03833620493515688, -0.03740091808839119, -0.032077228609102226, -0.03888935415803452, -0.03740091808839119, -0.023790280918718265, -0.03833620493515766, -0.03833620493515688]"
"[-0.028219419769193288, -0.030000135421679452, -0.028442118921643944, -0.01981345361266662, -0.030925290935388317, -0.028442118921643944, -0.006981644284567712, -0.030000135421679452, -0.030000135421679452]"
"[-0.01656554690132017, -0.019251720584915866, -0.01693944041176365, -0.0045042575214434555, -0.02063124808231298, -0.01693944041176365, 0.013097872581031345, -0.019251720584916754, -0.019251720584915866]"
"[-0.0015494596655474258, -0.005343871046806781, -0.002123564429084457, 0.01465968320636235, -0.0072756509768118205, -0.002123564429084457, 0.03718823710792174, -0.005343871046806781, -0.005343871046806781]"
"[0.017782029016391032, 0.012651458914308966, 0.016953283581077727, 0.03863732761009131, 0.010054766809252325, 0.016953283581077727, 0.06613596780490583, 0.012651458914309854, 0.012651458914308966]"
"[0.043575266320226014, 0.0368023400742481, 0.04242182685959217, 0.06973010122536949, 0.03338544352268813, 0.04242182685959217, 0.1022512979703365, 0.0368023400742481, 0.0368023400742481]"
"[0.07521185692518007, 0.0666126359204191, 0.0736885695973537, 0.1068244125302995, 0.062276398216897455, 0.0736885695973537, 0.1438298182078117, 0.0666126359204191, 0.0666126359204191]"
"[0.11459933975645953, 0.103971886223585, 0.11265924550313788, 0.15180325587269117, 0.09860246970426001, 0.11265924550313788, 0.19265986633521703, 0.10397188622358589, 0.103971886223585]"
"[0.16247912100089779, 0.1496981644267621, 0.16009291491198474, 0.20510336816750385, 0.14321403068082672, 0.16009291491198585, 0.2488750009271561, 0.1496981644267621, 0.14969816442676098]"
"[0.21892213321931542, 0.20398260001408186, 0.21608750281952682, 0.2664104036604673, 0.19635739318314727, 0.2160875028195257, 0.3118803526498024, 0.20398260001408075, 0.20398260001408186]"
"[0.2830534613993889, 0.2661046168028933, 0.2798020912920829, 0.33443615400964677, 0.257387007878068, 0.2798020912920818, 0.38019395110461796, 0.2661046168028933, 0.2661046168028933]"
"[0.35296005915019535, 0.33431573348122745, 0.34935920629907424, 0.4069074480943462, 0.32463866573421996, 0.34935920629907535, 0.45149574120123837, 0.3343157334812288, 0.3343157334812299]"
"[0.4258877594251771, 0.4060032946818366, 0.4220345559466092, 0.48084788259672884, 0.39557693089959334, 0.4220345559466092, 0.5229383756984349, 0.4060032946818377, 0.4060032946818366]"
"[0.49870765155203944, 0.47812623798082066, 0.4947169651111978, 0.5530975927244013, 0.4672145536150978, 0.4947169651111951, 0.5916468380354287, 0.47812623798082066, 0.478126237980822]"
"[0.5684875880200035, 0.5477710910608589, 0.564476898813645, 0.6208834328909154, 0.5366585926283995, 0.564476898813645, 0.6552244990895961, 0.5477710910608589, 0.5477710910608575]"
"[0.6329534730120299, 0.6126177810391447, 0.629029131678422, 0.682228064558863, 0.6015761571305098, 0.6290291316784249, 0.7120810591862425, 0.6126177810391447, 0.6126177810391418]"
"[0.6907040072691442, 0.6711740237686732, 0.686952019278098, 0.7360883296203609, 0.6604369369430101, 0.6869520192780949, 0.761503796921128, 0.6711740237686703, 0.6711740237686703]"
"[0.742907573106079, 0.7245428982385591, 0.7393993559469862, 0.7838184092736717, 0.7143132737988895, 0.7393993559469894, 0.80493914839317, 0.7245428982385591, 0.7245428982385562]"
"[0.7859404008426474, 0.7689035707627587, 0.7827058259150215, 0.8224167486766483, 0.7592921504862971, 0.7827058259150215, 0.8398366139234721, 0.7689035707627587, 0.7689035707627556]"
"[0.8223282951696977, 0.8067225252533488, 0.8193850521186683, 0.8544735258195859, 0.7978057780011238, 0.8193850521186683, 0.8686842617187787, 0.8067225252533521, 0.8067225252533456]"
"[0.8528064194470331, 0.838659020839307, 0.8501567947881237, 0.8808699666744868, 0.8304725531311903, 0.8501567947881237, 0.892364096253347, 0.838659020839307, 0.8386590208393103]"
"[0.8781737460988897, 0.8654564812141958, 0.8758090590877481, 0.9024902748009387, 0.8580045011481685, 0.8758090590877547, 0.9117261845715725, 0.8654564812141858, 0.8654564812141925]"
"[0.8992036850109844, 0.8878506605914307, 0.8971080908728215, 0.9201471254236617, 0.8811147628455436, 0.8971080908728215, 0.9275314298643469, 0.887850660591434, 0.8878506605914307]"
