Tract,CALI
V1,-0.9791014332554945
V2,-0.9841924760702374
V3,-0.955785816023305
V4,-0.9640864514453193
V5,-0.9825537478894805
V6,-0.9811515817111203
V7,-0.9757786471890253
V8,-0.9399892682314921
V9,-0.9753781513199867
V10,-0.9555350173489856
V11,-0.9911828162517352
V12,-0.9657890748410808
V13,-0.9992639032871571
V14,-0.9898971908667926
V15,-0.9599578154470121
V16,-0.9475733006816823
V17,-0.9764612856453497
V18,-0.9744515155034769
V19,-0.9007548463325142
whole GM,30.807262063383053
