Tract,CALI
V1,-0.9319762589655584
V2,-0.9319762589655606
V3,-0.9319762589655533
V4,-0.9319762589655619
V5,-0.9319762589655607
V6,-0.9319762589655564
V7,-0.9319762589655577
V8,-0.9319762589641682
V9,-0.9319762589655607
V10,-0.9319762589655558
V11,-0.9319762589655615
V12,-0.9319762589655597
V13,-0.9319762589655621
V14,-0.9319762589655574
V15,-0.9319762589655642
V16,-0.9319762589653686
V17,-0.9319762589655565
V18,-0.9319762589655582
V19,-0.9319762426192159
whole GM,211.8100957489647
