Tract,CALI
V1,-0.05873327401034978
V2,-0.04285075645875669
V3,-0.04601054902450363
V4,-0.04989258198366997
V5,-0.03856514090258267
V6,-0.04606131659281276
V7,-0.05104484340291027
V8,-0.050822995595451004
V9,-0.03564746202777447
V10,-0.056042812960262256
V11,-0.06470492682108286
V12,-0.05577705971742164
V13,-0.04378427069330848
V14,-0.045471073275131335
V15,-0.06553949886619603
V16,-0.04752546660154067
V17,-0.03612377313971393
V18,-0.0592267936801959
V19,-0.04625717301779375
whole GM,13.30629351904232
