Tract,CALI
V1,-0.15245439063189103
V2,-0.13836308115192286
V3,-0.12872240377256994
V4,-0.13661915204602992
V5,-0.13614830923322196
V6,-0.13720761289606775
V7,-0.14349211703692144
V8,-0.1290793921419725
V9,-0.1303897996199742
V10,-0.1360365915329398
V11,-0.17245792531858306
V12,-0.14188801949820096
V13,-0.18290604106251707
V14,-0.1519233559942088
V15,-0.1456063616743345
V16,-0.12828924237365213
V17,-0.1276932265976498
V18,-0.1491495839466268
V19,-0.1110250273376574
whole GM,13.412837020674205
