Tract,CALI
V1,-0.9999999354902683
V2,-0.999999935491266
V3,-0.9999999328978546
V4,-0.9999999352012279
V5,-0.9999999354911705
V6,-0.9999999354910493
V7,-0.9999999354866334
V8,-0.9999998678130342
V9,-0.9999999354866893
V10,-0.9999999326012019
V11,-0.9999999354913062
V12,-0.9999999353120695
V13,-0.9999999354913063
V14,-0.9999999354913058
V15,-0.9999999345130236
V16,-0.9999999193325723
V17,-0.9999999354888358
V18,-0.9999999354846779
V19,-0.9999855950461997
whole GM,134.43265252452207
