Tract,CALI
V1,-0.4724871611427748
V2,-0.9852515619447927
V3,-0.5573156062573188
V4,-0.9694902235640687
V5,-0.505097461274618
V6,-0.4700595456902573
V7,-0.547101085877302
V8,-0.9689704958472125
V9,-0.5999389598008449
V10,-0.43627459293544757
V11,-0.6668733433856122
V12,-0.6423061519643728
V13,-0.5400146776095618
V14,-0.43125776183913433
V15,-0.5788029344410697
V16,-0.47349548971876565
V17,-0.5271139584886183
V18,-0.5222038706166559
V19,-0.5625459432977542
whole GM,14.067135418754354
