Tract,CALI
V1,-0.9866151405714654
V2,-0.9904549309227528
V3,-0.9675416275610481
V4,-0.9746313877742159
V5,-0.9892291691782081
V6,-0.9882626182862769
V7,-0.9840657086156955
V8,-0.9534150196528829
V9,-0.9838347159116136
V10,-0.9673239423059299
V11,-0.995171274606055
V12,-0.9760296106111589
V13,-0.9997472749195008
V14,-0.9943610964443091
V15,-0.9711068975981307
V16,-0.9603330571875341
V17,-0.9847017965668474
V18,-0.9830706403908009
V19,-0.9155794631069135
whole GM,32.64562765129284
