Tract,logZi,time,CALI
V1,8.269529567615333,19.82374405860901,4.383544031529448
V2,8.379579215552747,21.46485996246338,5.062953073141184
V3,9.117466664583084,18.438331842422485,11.874971027631013
V4,8.966825182579473,16.088191032409668,9.92925407514355
V5,8.505743436436028,20.634599208831787,5.854196093033516
V6,8.699095213572628,19.634027004241943,7.342917457136824
V7,8.333824207302342,19.188789129257202,4.831313755410307
V8,8.160866892554882,20.228450059890747,3.812342872189962
V9,8.770316244347235,15.243401288986206,7.991990044419831
V10,8.900361349760804,15.695006132125854,9.104477286966224
V11,8.519793181190257,16.31215810775757,5.885448714193743
V12,9.01594783517848,17.23269772529602,10.33579112917774
V13,8.212218597110574,17.576587915420532,4.299635310507132
V14,8.745343001983338,17.68027901649475,7.8318216317510085
V15,7.8327734589218885,16.155783891677856,2.44385089154972
V16,8.498585528472805,14.567917108535767,5.7856017666021895
V17,7.735095113810728,12.78719162940979,2.234627244482972
V18,8.181750504900805,11.720271110534668,3.9094779704456304
V19,7.7104954938666745,10.812800884246826,2.0879671232207544
whole GM,7.339330348990162,13.534427165985107,N/A
