Tract index,CALI
1,0.008992223230628538
2,0.03130941945038335
3,0.015244343228221657
4,0.01159708115357172
5,0.034381318500508184
6,0.025021465915738172
7,0.017253804079255808
8,0.0034650604113228844
9,0.029079019379342874
10,0.005324135085956083
11,0.01122118026781016
12,0.007556552046460219
13,0.05672525722564559
14,0.03006920175225214
15,-0.002806187946609806
16,0.007967745821729322
17,0.03213699387443536
18,0.006119223192242895
19,0.006498466807397518
whole GM,13.173007710357778
