Tract,CALI
V1,-0.996471991476886
V2,-0.9978927086583276
V3,-0.9871842719435766
V4,-0.9910653123505023
V5,-0.9974559284714187
V6,-0.9971547215724609
V7,-0.9954587000150055
V8,-0.9782499525916111
V9,-0.9954231604984524
V10,-0.9870381814237548
V11,-0.9992022481497712
V12,-0.9917583430656389
V13,-0.9999896056752366
V14,-0.9990127335705198
V15,-0.989147638331235
V16,-0.9828229171122109
V17,-0.995802816545127
V18,-0.9950870614104357
V19,-0.9481158569945773
whole GM,38.27796716454099
