Tract,CALI
V1,-0.05664676077368802
V2,-0.026184849605311977
V3,-0.03853693690274729
V4,-0.04754991357984917
V5,-0.022032939906096005
V6,-0.030828135926082578
V7,-0.046634451944043254
V8,-0.053834611575360514
V9,-0.02671503109793172
V10,-0.056727373579256835
V11,-0.0662993401195131
V12,-0.05635514971386191
V13,-0.03613022185192849
V14,-0.039948593642804786
V15,-0.07187223176067536
V16,-0.04834316652315718
V17,-0.022013609167314985
V18,-0.06170019678144589
V19,-0.037690567804559705
whole GM,13.922371504456262
