MU,CALIs
0.0,"[-0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957, -0.46211715726000957]"
8.8e-06,"[-0.5475476940619437, -0.5414375802503353, -0.5682180847923359, -0.5386113287460053, -0.5460766925295524, -0.5948385560608151, -0.5414375802503357, -0.5475476940619437, -0.5414375802503357]"
1.75e-05,"[-0.6500723442321372, -0.6384834177026881, -0.6868912125610176, -0.6329998064497466, -0.6473375575670768, -0.7286200775190285, -0.6384834177026877, -0.6500723442321374, -0.6384834177026877]"
2.62e-05,"[-0.7536626973871834, -0.7388591212313127, -0.7974316490011077, -0.7316669545259142, -0.7502455213502122, -0.8404493463376412, -0.7388591212313127, -0.7536626973871834, -0.7388591212313127]"
3.5e-05,"[-0.8397445787820389, -0.8246602086270134, -0.8809382525572446, -0.8171138066217338, -0.8363424527587501, -0.9155811511023845, -0.8246602086270134, -0.839744578782039, -0.8246602086270133]"
4.38e-05,"[-0.898566969328837, -0.8853436515803959, -0.9317945676979682, -0.8785227972703197, -0.8956523967914798, -0.9555165664826258, -0.885343651580396, -0.898566969328837, -0.8853436515803959]"
5.25e-05,"[-0.9329050542579436, -0.9223496049239468, -0.9573067884118538, -0.9167365336263656, -0.9306285315721095, -0.9720657931994583, -0.9223496049239468, -0.9329050542579437, -0.9223496049239468]"
6.13e-05,"[-0.9496856089003345, -0.9417908633840106, -0.966477039236034, -0.9374639836092045, -0.9480173337628702, -0.9750615607941726, -0.9417908633840106, -0.9496856089003345, -0.9417908633840106]"
7e-05,"[-0.9524679221381301, -0.9467993260206129, -0.963600565117624, -0.943602433994243, -0.9512916348250791, -0.9684339189948964, -0.9467993260206129, -0.9524679221381303, -0.9467993260206129]"
7.88e-05,"[-0.9417483037551726, -0.9378467693056579, -0.948847643598585, -0.9355864899068007, -0.9409513095025693, -0.9514759142666359, -0.9378467693056579, -0.9417483037551727, -0.9378467693056579]"
8.75e-05,"[-0.9143776658771993, -0.9117921491045875, -0.9187691537948522, -0.9102589675444462, -0.9138556042678542, -0.9201717973138256, -0.9117921491045878, -0.9143776658771994, -0.911792149104588]"
9.63e-05,"[-0.8619908117915422, -0.860383436537481, -0.8645654887462366, -0.8594135053708959, -0.8616678449777672, -0.8652857127246703, -0.860383436537481, -0.8619908117915422, -0.8603834365374814]"
0.000105,"[-0.7737634985400397, -0.7728514115918661, -0.7751723858921771, -0.7722990247891764, -0.7735785154154273, -0.7755286691364925, -0.7728514115918661, -0.7737634985400397, -0.7728514115918649]"
0.0001138,"[-0.6328588281726641, -0.6324360807286877, -0.6335259508400022, -0.6321901471055661, -0.6327687004171818, -0.6336886923423415, -0.6324360807286891, -0.6328588281726628, -0.6324360807286877]"
0.0001225,"[-0.43195269466174935, -0.4318444926401549, -0.43218621987140127, -0.4318035446304854, -0.4319224222315753, -0.43225293700734113, -0.4318444926401529, -0.43195269466175146, -0.4318444926401529]"
0.0001313,"[-0.17188516996410108, -0.17195636134518422, -0.17188992571255624, -0.17203620949570586, -0.1718888710410461, -0.1719117619376882, -0.1719563613451871, -0.17188516996409808, -0.17195636134518422]"
0.00014,"[0.11199834991305835, 0.11185473088734321, 0.11208364246641844, 0.11172565027523751, 0.11198034314622207, 0.11207947986178524, 0.11185473088734321, 0.11199834991305835, 0.11185473088733544]"
0.0001488,"[0.38178442001134627, 0.381635781265556, 0.3818834261548538, 0.3815054064575487, 0.3817641250524386, 0.38188469774858436, 0.3816357812655462, 0.38178442001135604, 0.3816357812655462]"
0.0001575,"[0.5971303756353172, 0.5970085024050464, 0.597210914240107, 0.596900687241338, 0.5971134423591817, 0.5972128917164412, 0.597008502405052, 0.5971303756353172, 0.5970085024050464]"
0.0001663,"[0.7524446471593249, 0.7523568386492276, 0.7525003095324803, 0.7522775908314103, 0.7524324802712945, 0.7525017515939967, 0.7523568386492339, 0.7524446471593249, 0.7523568386492401]"
0.000175,"[0.8524902854583378, 0.852431363268181, 0.8525256614895955, 0.8523768482551699, 0.8524822138872887, 0.852526514179297, 0.8524313632681877, 0.8524902854583312, 0.8524313632681877]"
0.0001838,"[0.9146289823534428, 0.9145913912512429, 0.9146502150037861, 0.9145556322867552, 0.9146239151517739, 0.914650667913508, 0.9145913912512429, 0.9146289823534566, 0.9145913912512225]"
0.0001925,"[0.9509666143501121, 0.9509431689874139, 0.9509790461019176, 0.950920212112728, 0.9509635119271684, 0.9509792755597855, 0.950943168987407, 0.9509666143500981, 0.9509431689874277]"
0.0002013,"[0.9722442153295683, 0.9722299208941654, 0.9722513167603792, 0.9722154969597772, 0.9722423618832605, 0.9722514284922419, 0.9722299208941725, 0.9722442153295683, 0.9722299208941794]"
0.00021,"[0.9842600998059841, 0.9842514289010029, 0.9842641373704688, 0.9842424112543582, 0.9842589990378219, 0.9842641911997845, 0.9842514289009889, 0.9842600998059701, 0.9842514289009747]"
