Tract,logZi,time,CALI
V1,15.969545411013389,2.800903797149658,0.7112643193634351
V2,15.94874055519009,2.665708065032959,0.7514405368046144
V3,15.831798547814937,2.805330753326416,0.6812130932734035
V4,15.899496547018463,2.7594690322875977,0.6840424205819742
V5,15.991215998714097,2.8996989727020264,0.7957265086954528
V6,15.952177198688453,2.9521849155426025,0.7548350810375426
V7,15.9035319427349,2.8246889114379883,0.7319336543246591
V8,15.87358717576313,2.9470458030700684,0.5277099564609133
V9,15.893424268524283,3.0955331325531006,0.6856084186722375
V10,15.913586120226656,3.125123977661133,0.6084511126077343
V11,16.008876808064088,3.105180025100708,0.7429143234202193
V12,15.94731002627167,3.2332990169525146,0.6586347593765496
V13,15.884777944155191,2.6909050941467285,0.9357929113344194
V14,15.940142544015169,2.786144971847534,0.8291540758919056
V15,15.945772393254988,2.5943808555603027,0.5895436197689661
V16,15.872308702937634,2.575222969055176,0.5714499972913809
V17,15.86256292968908,1.9859809875488281,0.7424309649275036
V18,15.9615057574857,1.886861801147461,0.6606138281360872
V19,15.770661389306593,1.644122838973999,0.42525742281103174
whole GM,16.27547263037609,1.8184208869934082,N/A
