Tract,CALI
V1,-0.9999999931861491
V2,-0.9999999991615368
V3,-0.9999987633247714
V4,-0.9999997124922352
V5,-0.9999999981951466
V6,-0.9999999972734213
V7,-0.9999999815474186
V8,-0.9999891467813972
V9,-0.9999999816933625
V10,-0.9999986712150164
V11,-0.9999999999208384
V12,-0.9999997913396984
V13,-0.9999999999367233
V14,-0.9999999998995781
V15,-0.9999993540598823
V16,-0.9999958191894568
V17,-0.9999999878778152
V18,-0.9999999766651769
V19,-0.9996157297373136
whole GM,95.87805999166558
