Tract,logZi,time,CALI
V1,16.265562783826265,12.668974876403809,1.1028180425601168
V2,16.149592415045756,11.30313491821289,0.9741222076644802
V3,15.929416833223936,10.771889925003052,0.7352918922677592
V4,16.277468527443254,14.772060871124268,1.2705079241086152
V5,16.275291395746166,12.787553071975708,1.1920047277833694
V6,16.22614159451281,14.82706880569458,1.1273402425034207
V7,15.96323579039018,14.070674896240234,0.7067303565572856
V8,16.26891034959441,13.328896045684814,1.066010872830569
V9,15.867493494658815,10.709614276885986,0.5195755459889035
V10,15.983807896922183,13.366585731506348,0.5751040323986285
V11,16.033574392133136,12.014812231063843,0.6259339927920791
V12,16.175424952872994,14.064306020736694,0.9009187043805533
V13,15.950015594010491,12.142621040344238,0.9687643064448455
V14,16.055559253331715,12.096840858459473,0.9126876767099095
V15,16.19272390611624,15.751145124435425,0.8412072770021677
V16,16.076354794585576,13.476710319519043,0.7655719743398419
V17,15.79194074560299,11.693105936050415,0.5215070896150438
V18,16.059505027127717,10.37155270576477,0.6666451110516125
V19,15.962708177717872,9.189487218856812,0.5834872360618706
whole GM,16.32544960140816,8.32379412651062,N/A
