Tract,CALI
V1,-0.3619391866856604
V2,-0.3575295129359145
V3,-0.3264196597340121
V4,-0.3415427214128388
V5,-0.35570024919378884
V6,-0.354273173051716
V7,-0.35518835698452056
V8,-0.3153171943255112
V9,-0.34672232278402926
V10,-0.3353769323344157
V11,-0.37557336239550954
V12,-0.34754182913831966
V13,-0.37999648591511725
V14,-0.36973426522523123
V15,-0.3488681458003414
V16,-0.320522094651261
V17,-0.34520162880090566
V18,-0.3574679054300173
V19,-0.24933007920363293
whole GM,18.6463767341096
