Tract index,CALI
1,0.8204403177013733
2,0.8655053777766577
3,0.7652852491346536
4,0.7639282951639299
5,0.8612195958302489
6,0.8419682481448034
7,0.8357320233032759
8,0.5994467579096479
9,0.8264297919921977
10,0.6828900623224892
11,0.8974954272921727
12,0.7372055051507607
13,0.9892708897861222
14,0.9153901609057347
15,0.6675746014949975
16,0.658130943586648
17,0.8475538588509517
18,0.7629765207180488
19,0.4749751469670038
whole GM,16.611090855638654
