Tract,logZi,time,CALI
V1,16.883806739313176,11.306190967559814,0.6072781444671753
V2,17.07545097805248,13.377224922180176,1.0523844014587658
V3,16.771316435498573,11.974638223648071,0.658801026656455
V4,16.68770617256166,11.912246704101562,0.40953665352025537
V5,16.960626246698737,11.338814973831177,0.7917113167917498
V6,16.909313385807696,10.749589920043945,0.7350983669656823
V7,16.669962125863293,12.700866937637329,0.4252192087890545
V8,16.957737083662206,13.440621137619019,0.6946329973649099
V9,16.685327204199666,11.220763921737671,0.4180526944211256
V10,16.994336682169976,13.32404088973999,0.7822381049621907
V11,16.718847446832,12.697988986968994,0.32893158430175307
V12,17.13818593575055,12.133420944213867,1.0505706288898997
V13,16.85093903944059,13.466022253036499,0.9964075989346757
V14,16.72669398605614,12.534282922744751,0.5413581994069439
V15,16.986610910791356,11.972831964492798,0.6775398062775657
V16,16.910399051657723,12.068861961364746,0.6745404826203969
V17,16.753883281382656,13.844974756240845,0.6399466567078473
V18,16.939439359766435,12.45172905921936,0.6549434716048417
V19,16.926880145294646,13.040719747543335,0.7105608909202865
whole GM,17.262429772244513,7.562085866928101,N/A
