Tract,logZi,time,CALI
V1,16.43911826376097,1.9156579971313477,0.8073519145632324
V2,16.421220253133296,1.933021068572998,0.8715754804724483
V3,16.273108738932386,1.9931437969207764,0.7680839318148087
V4,16.364169509565244,1.9415009021759033,0.7891371006749917
V5,16.429896583040385,1.9118049144744873,0.8486406892872738
V6,16.398028675951505,1.951862096786499,0.8253805059054875
V7,16.35325811966112,1.9201529026031494,0.8214459988739837
V8,16.33524047541018,1.9688539505004883,0.5951673502240227
V9,16.36834442643238,1.9148969650268555,0.811781970110034
V10,16.388087456493693,1.9161391258239746,0.7051102565513363
V11,16.50071110275963,1.9490079879760742,0.874323921779588
V12,16.40901597151828,1.918238878250122,0.734912899005087
V13,16.292823538806058,1.9668340682983398,1.00419589088091
V14,16.39161779691063,1.8908941745758057,0.9340124807692187
V15,16.40805313321342,1.8912761211395264,0.6500071242403291
V16,16.329484458582545,1.9052801132202148,0.6431797883265147
V17,16.319750137742894,1.9148271083831787,0.8636550411298025
V18,16.4346557299908,1.8214659690856934,0.7524105310411924
V19,16.21006639572004,1.8554821014404297,0.46523646300619936
whole GM,16.610420708148787,1.6647942066192627,N/A
