Tract,logZi,time,CALI
V1,12.477549235079422,0.39475297927856445,0.009999666679998853
V2,12.477549235079422,0.4392821788787842,0.009999666679998853
V3,12.477549235079422,0.48824214935302734,0.009999666679998853
V4,12.477549235079422,0.4585399627685547,0.009999666679998853
V5,12.477549235079422,0.4684910774230957,0.009999666679998853
V6,12.477549235079422,0.5008771419525146,0.009999666679998853
V7,12.477549235079422,0.4519369602203369,0.009999666679998853
V8,12.477549235079422,0.4581460952758789,0.009999666679998853
V9,12.477549235079422,0.4952809810638428,0.009999666679998853
V10,12.477549235079422,0.5238339900970459,0.009999666679998853
V11,12.477549235079422,0.5324480533599854,0.009999666679998853
V12,12.477549235079422,0.4944648742675781,0.009999666679998853
V13,12.477549235079422,0.48541712760925293,0.009999666679998853
V14,12.477549235079422,0.42938804626464844,0.009999666679998853
V15,12.477549235079422,0.4413421154022217,0.009999666679998853
V16,12.477549235079422,0.4638350009918213,0.009999666679998853
V17,12.477549235079422,0.44054603576660156,0.009999666679998853
V18,12.477549235079422,0.40802597999572754,0.009999666679998853
V19,12.477549235079422,0.37282586097717285,0.009999666679998853
whole GM,13.170746414806057,0.49907398223876953,N/A
