Tract,logZi,time,CALI
V1,13.461864753067642,1.9536631107330322,0.2486973163591515
V2,13.569578102794136,1.9476983547210693,0.4279190455334847
V3,13.454599759685443,1.9252688884735107,0.33221992822269764
V4,13.54074710374133,1.9205529689788818,0.39568882202623934
V5,13.569658130071858,1.9786927700042725,0.4131151921270404
V6,13.536475407601628,2.019430160522461,0.38018195411842637
V7,13.554988318636763,2.006723165512085,0.4362441082007047
V8,13.412764774805883,1.9896409511566162,0.1764475036550226
V9,13.498870732779846,1.8767328262329102,0.3440834511452775
V10,13.498590414020576,1.944493055343628,0.2907532747093786
V11,13.633206610092435,1.921618938446045,0.46351463578410224
V12,13.523645441356036,1.9048101902008057,0.3211211591885019
V13,13.574981807242462,2.059535026550293,0.5841320247995201
V14,13.574077647072635,2.071981906890869,0.4798228678411629
V15,13.527825057821959,2.1256039142608643,0.2944121642081976
V16,13.454330836033709,2.0506818294525146,0.24828177307575916
V17,13.47424940396326,1.9507520198822021,0.3627391623277123
V18,13.519739653141515,1.8966071605682373,0.30574502814746607
V19,13.432616954954895,1.8982300758361816,0.2244043773297224
whole GM,14.062915573538923,1.8727149963378906,N/A
