Tract,logZi,time,CALI
V1,13.27545881441129,0.4296886920928955,0.26474296669651554
V2,13.271272443970593,0.4560718536376953,0.293156984530591
V3,13.220336227052,0.46636009216308594,0.2862835970145221
V4,13.241091123231662,0.4107949733734131,0.26226292574275356
V5,13.27970757494834,0.422821044921875,0.29048750671622736
V6,13.25734506082554,0.4214298725128174,0.2741241295495702
V7,13.256398812142207,0.43479299545288086,0.3003272093375977
V8,13.219051922678997,0.4641280174255371,0.18288982182191527
V9,13.254733069249298,0.4442911148071289,0.284987073916928
V10,13.233509434655957,0.4778742790222168,0.20842637090849636
V11,13.319800332314756,0.4429481029510498,0.305529284677891
V12,13.253157308257055,0.41489100456237793,0.2301875000546041
V13,13.301900174411797,0.427868127822876,0.47127444841267074
V14,13.279338935836481,0.42522597312927246,0.3449511279611863
V15,13.242890588648546,0.42018580436706543,0.1880296594416495
V16,13.219924646363355,0.42278289794921875,0.20506779325150037
V17,13.237812776016467,0.3679690361022949,0.31289434935550275
V18,13.265579717070693,0.35814499855041504,0.23588564609541618
V19,13.180839098048803,0.3569018840789795,0.16166072072929794
whole GM,13.813741582719706,0.4252901077270508,N/A
