Tract,logZi,time,CALI
V1,14.105952585970726,0.43426990509033203,0.4527935927633788
V2,14.095776771160144,0.46769189834594727,0.4896177533288719
V3,14.008305710576515,0.499798059463501,0.4504308472270555
V4,14.047350016029968,0.573930025100708,0.43060064986371427
V5,14.108636838324536,0.5870239734649658,0.48791648932794374
V6,14.079108565402255,0.565960168838501,0.46323699270746377
V7,14.067981850919974,0.4768948554992676,0.48873991401870476
V8,14.017957654851074,0.48412084579467773,0.31191852234345196
V9,14.06945392059517,0.45298123359680176,0.47078962408763525
V10,14.043670455285366,0.41962218284606934,0.35853271003342146
V11,14.169384644910156,0.4770028591156006,0.5221396608525626
V12,14.073146800265508,0.41053104400634766,0.39581865484848167
V13,14.094700500331278,0.5184869766235352,0.6966734192967095
V14,14.098923936413417,0.49497079849243164,0.557800722233424
V15,14.062958531643432,0.6481277942657471,0.3370775001229118
V16,14.020342955468156,0.5354123115539551,0.3464622653075462
V17,14.037884030187817,0.48177003860473633,0.4999619905288495
V18,14.092906760815827,0.5414040088653564,0.40894186526372867
V19,13.948670788279191,0.41870689392089844,0.2573534577127494
whole GM,14.51561945007697,0.5220942497253418,N/A
