Tract,logZi,time,CALI
V1,12.566499648868659,1.8697609901428223,0.09966799462495501
V2,12.566499648868657,1.9323101043701172,0.09966799462495302
V3,12.566499648868659,1.981158971786499,0.09966799462495501
V4,12.566499648868657,1.9586849212646484,0.09966799462495302
V5,12.56649964886866,1.9262058734893799,0.09966799462495701
V6,12.566499648868659,1.9671869277954102,0.09966799462495501
V7,12.566499648868659,1.956963062286377,0.09966799462495501
V8,12.566499648868659,1.9480366706848145,0.09966799462495501
V9,12.566499648868657,1.8821659088134766,0.09966799462495302
V10,12.566499648868659,1.9525458812713623,0.09966799462495501
V11,12.566499648868657,1.8871119022369385,0.09966799462495302
V12,12.566499648868659,2.028271198272705,0.09966799462495501
V13,12.566499648868659,2.20723295211792,0.09966799462495501
V14,12.56649964886866,2.30446195602417,0.09966799462495701
V15,12.56649964886866,2.201742172241211,0.09966799462495701
V16,12.566499648868657,2.143733024597168,0.09966799462495302
V17,12.566499648868659,1.7349927425384521,0.09966799462495501
V18,12.566499648868659,1.6405251026153564,0.09966799462495501
V19,12.566499648868659,1.6728811264038086,0.09966799462495501
whole GM,13.264638518250251,1.787796974182129,N/A
