Tract,logZi,time,CALI
V1,9.633208595035034,11.89587688446045,0.1490990064548403
V2,9.957610271564286,11.323281288146973,0.6176615187112631
V3,9.259232325874025,12.666630029678345,-0.1705507111908383
V4,10.589575980370897,11.170947074890137,2.0555136364921647
V5,9.50668232549337,13.420859098434448,0.023320726272600067
V6,9.227790140361973,13.471815824508667,-0.22076186902448236
V7,9.173893346454314,12.61693000793457,-0.2510881296804758
V8,9.816349599797576,10.724823951721191,0.3704216515228802
V9,10.011695067572523,11.35015606880188,0.719213769418142
V10,10.425372795508395,11.207931995391846,1.5313230813324719
V11,9.133956654656796,13.263922929763794,-0.3083495754490828
V12,9.314871699843774,14.7862868309021,-0.16719777717537587
V13,9.754832834314254,12.592772245407104,0.4103116707387724
V14,9.042940784761132,12.518439769744873,-0.3382621557294887
V15,10.256877040264598,11.298819065093994,1.1014857774153999
V16,9.17222952754424,12.597615003585815,-0.2718152057742139
V17,9.522115405745192,11.888812065124512,0.08100371364344583
V18,9.237711874202821,11.079971075057983,-0.2330390858476119
V19,9.325948125020867,11.091240882873535,-0.14945815448160493
whole GM,10.307379613209584,9.232522010803223,N/A
