MU,CALIs
0.0,"[-0.7615941559557649, -0.7615941559557649, -0.7615941559557649, -0.7615941559557649, -0.7615941559557649, -0.7615941559557649, -0.7615941559557649, -0.7615941559557649, -0.7615941559557649]"
1.87e-05,"[-0.8969083910307151, -0.8897321963857812, -0.8953259087722766, -0.9190493895725093, -0.8953259087722767, -0.9432367603937352, -0.8897321963857812, -0.8969083910307153, -0.8897321963857809]"
3.75e-05,"[-0.9632587548349277, -0.957233508262407, -0.9619790232338441, -0.9787446001596372, -0.961979023233844, -0.9904631711779727, -0.9572335082624072, -0.9632587548349276, -0.957233508262407]"
5.62e-05,"[-0.9872884377105607, -0.9838465421867861, -0.9865850837311307, -0.9946673072883292, -0.9865850837311307, -0.9985256328707004, -0.9838465421867861, -0.9872884377105607, -0.9838465421867861]"
7.5e-05,"[-0.9955984994511557, -0.9938980218931635, -0.995263896672683, -0.9986586058524419, -0.995263896672683, -0.9997712259572903, -0.9938980218931635, -0.9955984994511557, -0.9938980218931635]"
9.37e-05,"[-0.9984473886113311, -0.997659765130848, -0.9982979925162139, -0.9996482534251432, -0.9982979925162139, -0.9999558330417816, -0.9976597651308481, -0.9984473886113311, -0.9976597651308481]"
0.0001125,"[-0.9994335534871677, -0.9990846110436883, -0.9993697377934707, -0.9998874487376734, -0.9993697377934707, -0.9999700349901397, -0.9990846110436883, -0.9994335534871677, -0.9990846110436883]"
0.0001312,"[-0.9997363829374878, -0.999585257165542, -0.9997097290660353, -0.9999054137476485, -0.9997097290660353, -0.9999274862035388, -0.999585257165542, -0.9997363829374878, -0.999585257165542]"
0.00015,"[-0.999716517714938, -0.9996526514178444, -0.9997056589633067, -0.9997782809652438, -0.9997056589633067, -0.9997840984147094, -0.9996526514178444, -0.999716517714938, -0.9996526514178444]"
0.0001687,"[-0.9993262303343822, -0.9992995494501787, -0.9993218572302102, -0.9993486888430763, -0.9993218572302102, -0.9993502259126462, -0.9992995494501787, -0.9993262303343822, -0.9992995494501787]"
0.0001875,"[-0.9980209011820842, -0.9980099722964062, -0.9980191746975786, -0.9980289494777281, -0.9980191746975787, -0.9980293511495859, -0.9980099722964062, -0.9980209011820843, -0.9980099722964062]"
0.0002062,"[-0.9940603352702039, -0.9940559167629195, -0.9940596618997982, -0.9940632029197668, -0.9940596618997982, -0.9940633081234562, -0.9940559167629195, -0.9940603352702038, -0.9940559167629195]"
0.000225,"[-0.982078014364498, -0.9820762889331618, -0.9820777600361329, -0.9820790100654163, -0.9820777600361329, -0.9820790371680901, -0.9820762889331617, -0.9820780143644978, -0.9820762889331616]"
0.0002438,"[-0.9465472451012669, -0.9465466148243094, -0.9465471544121926, -0.9465475747899303, -0.946547154412192, -0.9465475816169844, -0.9465466148243094, -0.9465472451012673, -0.9465466148243086]"
0.0002625,"[-0.8468737101903955, -0.8468735177121665, -0.8468736821966361, -0.8468738068744669, -0.846873682196635, -0.8468738085100237, -0.8468735177121686, -0.8468737101903955, -0.8468735177121676]"
0.0002812,"[-0.5995631051777078, -0.5995630792824933, -0.599563100111161, -0.5995631237687363, -0.5995631001111639, -0.5995631241070813, -0.5995630792824991, -0.5995631051777106, -0.5995630792824962]"
0.0003,"[-0.13612022962499049, -0.1361202508183822, -0.13612023107358973, -0.13612022736640594, -0.13612023107359594, -0.13612022741498275, -0.1361202508183822, -0.1361202296249966, -0.1361202508183883]"
0.0003187,"[0.3932001007323753, 0.39320008142709173, 0.3932000990474227, 0.39320010434987585, 0.39320009904744246, 0.39320010434745756, 0.39320008142709173, 0.3932001007323753, 0.39320008142708174]"
0.0003375,"[0.7491851764698101, 0.7491851673456902, 0.7491851756747308, 0.7491851781387195, 0.7491851756747432, 0.7491851781395227, 0.7491851673456902, 0.7491851764698101, 0.7491851673456777]"
0.0003562,"[0.9093344329652164, 0.9093344295694468, 0.9093344326800399, 0.9093344335339739, 0.9093344326800263, 0.9093344335343161, 0.9093344295694603, 0.9093344329652029, 0.9093344295694468]"
0.000375,"[0.9692162805554418, 0.969216279412261, 0.9692162804639732, 0.969216280727708, 0.9692162804639592, 0.9692162807277602, 0.969216279412233, 0.9692162805554418, 0.969216279412275]"
0.0003937,"[0.9896999290433215, 0.9896999286698378, 0.9896999290149882, 0.9896999290937161, 0.9896999290149882, 0.9896999290937412, 0.9896999286698802, 0.9896999290433639, 0.9896999286698378]"
0.0004125,"[0.9965975452387761, 0.9965975451191986, 0.9965975452301896, 0.9965975452531799, 0.9965975452301896, 0.9965975452532119, 0.9965975451191986, 0.9965975452387477, 0.9965975451191704]"
0.0004312,"[0.9988720398134665, 0.9988720397751865, 0.9988720398108759, 0.9988720398176298, 0.9988720398109043, 0.9988720398176045, 0.9988720397751865, 0.9988720398134949, 0.9988720397751865]"
0.00045,"[0.9996285595476933, 0.9996285595355181, 0.9996285595468943, 0.9996285595487886, 0.9996285595468659, 0.9996285595488139, 0.9996285595354613, 0.9996285595476364, 0.9996285595355181]"
