MU,CALIs
0.0,"[-0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568, -0.09966799462495568]"
5e-06,"[-0.09726248199234933, -0.0969476799657214, -0.09470414343408073, -0.09744447718154947, -0.09694767996572218, -0.09069932470032105, -0.09726248199234933, -0.09699673414526022, -0.09726248199234933]"
1e-05,"[-0.09202013624788308, -0.09117542025236458, -0.08575123700451825, -0.09251412520556901, -0.09117542025236547, -0.07706794634513481, -0.09202013624788308, -0.09119678077915983, -0.09202013624788308]"
1.5e-05,"[-0.08132861979263428, -0.07962260850191472, -0.06974656669973889, -0.08234071519467656, -0.07962260850191394, -0.05576079712642257, -0.0813286197926334, -0.0795037767251594, -0.08132861979263428]"
2e-05,"[-0.060643539573932315, -0.05760715271489847, -0.04173604779935847, -0.062475605003904366, -0.05760715271489847, -0.022094729342758246, -0.0606435395739332, -0.057195469879585126, -0.060643539573932315]"
2.5e-05,"[-0.023056350841664686, -0.01811888764573999, 0.0052441371856553065, -0.026092534033098747, -0.01811888764573999, 0.03026145862347862, -0.023056350841664686, -0.01723486925193174, -0.023056350841664686]"
3e-05,"[0.039602661211744605, 0.04695694708762366, 0.07857095197492492, 0.03498688084570878, 0.04695694708762277, 0.1076534288778801, 0.039602661211743495, 0.048471940640635314, 0.039602661211744605]"
3.5e-05,"[0.13269631665879134, 0.14264313448527544, 0.18165399504198132, 0.12631873124245807, 0.14264313448527455, 0.21235435052975493, 0.13269631665879134, 0.1448459009838281, 0.13269631665879023]"
4e-05,"[0.25306872424408033, 0.26519088998697704, 0.30876912066240325, 0.2451256522384464, 0.26519088998697704, 0.3380637995761502, 0.25306872424408033, 0.2679701309317952, 0.25306872424408144]"
4.5e-05,"[0.38748404989617935, 0.40081160751977696, 0.4449382072267025, 0.37855928157596774, 0.4008116075197756, 0.47029666520396196, 0.387484049896178, 0.4039068031802031, 0.38748404989617935]"
5e-05,"[0.5187554062581978, 0.5321286378700496, 0.5730981629563974, 0.5096056527532198, 0.5321286378700523, 0.5932749736177878, 0.5187554062582005, 0.5352348388831827, 0.5187554062581952]"
5.5e-05,"[0.6339726854482333, 0.6464380884161809, 0.6819267849878619, 0.6252625062585897, 0.6464380884161809, 0.69695734684293, 0.6339726854482304, 0.6493125102188417, 0.6339726854482333]"
6e-05,"[0.7277144404906801, 0.7387049983940095, 0.7678979793446377, 0.7198751484459363, 0.7387049983940064, 0.7785740450754066, 0.727714440490683, 0.7412105473516888, 0.7277144404906801]"
6.5e-05,"[0.800299876055351, 0.8096060631628874, 0.8327500859820165, 0.793527431601263, 0.8096060631628841, 0.8400889671905496, 0.800299876055351, 0.8116987688622892, 0.8002998760553541]"
7e-05,"[0.8548057654449615, 0.8624605080247822, 0.8803402104273759, 0.8491249866548045, 0.8624605080247789, 0.8852760421305994, 0.8548057654449581, 0.864156473027708, 0.854805765444955]"
7.5e-05,"[0.8949842476221626, 0.9011508116162188, 0.914715942260468, 0.8903195165607065, 0.9011508116162155, 0.9179882639919026, 0.8949842476221592, 0.9024962112038866, 0.8949842476221626]"
8e-05,"[0.9242753712078582, 0.9291685145888449, 0.9393300728531389, 0.9205039994046333, 0.9291685145888517, 0.9414793224000082, 0.9242753712078615, 0.9302196078664724, 0.9242753712078651]"
8.5e-05,"[0.9454893699498197, 0.9493289968670189, 0.9568723623458557, 0.9424751764227977, 0.9493289968670189, 0.9582754339719881, 0.9454893699498197, 0.9501410612795753, 0.945489369949823]"
9e-05,"[0.9607944192467166, 0.9637822227337576, 0.9693455454006796, 0.9584062359332306, 0.9637822227337611, 0.9702579082989586, 0.9607944192467166, 0.9644044403163641, 0.9607944192467199]"
9.5e-05,"[0.9718122632300121, 0.9741223448609961, 0.9782057757500451, 0.9699326953759004, 0.9741223448609997, 0.9787975526135422, 0.9718122632300121, 0.9745961083538908, 0.9718122632300052]"
0.0001,"[0.9797346528638753, 0.9815117916285034, 0.9844983194317232, 0.9782631355014837, 0.9815117916285034, 0.9848815376707221, 0.9797346528638753, 0.981870760573692, 0.9797346528638753]"
0.000105,"[0.9854283089188234, 0.9867899785128493, 0.988968344294765, 0.9842811007873522, 0.9867899785128353, 0.9892162510542319, 0.9854283089188374, 0.9870609112803181, 0.9854283089188303]"
0.00011,"[0.9895197119248138, 0.9905596285136558, 0.9921451912830512, 0.9886284174654938, 0.9905596285136629, 0.9923054603871597, 0.9895197119248138, 0.9907634680627526, 0.9895197119248209]"
0.000115,"[0.9924600781612518, 0.9932521030835513, 0.9944042717476034, 0.9917695992029136, 0.9932521030835655, 0.9945078422972551, 0.9924600781612589, 0.9934050592092714, 0.9924600781612589]"
0.00012,"[0.9945737474775742, 0.9951755739151658, 0.9960116943921229, 0.9940401452360694, 0.9951755739151658, 0.9960786080552702, 0.9945737474775813, 0.995290090261062, 0.9945737474775813]"
