MU,CALIs
0.0,"[-0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025, -0.04995837495788025]"
2.7e-06,"[-0.0452388843118533, -0.045645347273492454, -0.04527885721222202, -0.04335489772596457, -0.04585178532416834, -0.04527885721222202, -0.03993551535163842, -0.045645347273492454, -0.0452388843118533]"
5.4e-06,"[-0.03920997742963306, -0.040128471767464036, -0.039316154630390066, -0.035111778680746664, -0.04058997592275515, -0.039316154630390066, -0.028009798843023792, -0.040128471767464036, -0.03920997742963217]"
8.1e-06,"[-0.03144649092444174, -0.03300605487366315, -0.03165048263247283, -0.02475150438003726, -0.03378309792264822, -0.03165048263247361, -0.013712468892620566, -0.03300605487366226, -0.03144649092444263]"
1.08e-05,"[-0.021388131081049644, -0.023744170569130585, -0.021727470969801765, -0.011663217672913007, -0.024910985983590095, -0.021727470969801765, 0.003538997767742247, -0.023744170569130585, -0.021388131081049644]"
1.35e-05,"[-0.008312280984851816, -0.011647734581708091, -0.0088305386921248, 0.004916308992595209, -0.01329360019334136, -0.0088305386921248, 0.024451078616246624, -0.01164773458170898, -0.008312280984850928]"
1.62e-05,"[0.00868212120020373, 0.004159116797809448, 0.007936049350157681, 0.02590598085238005, 0.0019300840008744657, 0.007936049350157681, 0.04984734338546115, 0.004159116797810336, 0.008682121200204618]"
1.9e-05,"[0.03158746881144947, 0.025595089281016392, 0.030550021975864983, 0.053448810784850975, 0.022638643046775098, 0.030550021975864095, 0.0818841394964771, 0.02559508928101728, 0.03158746881144947]"
2.17e-05,"[0.05997310175319859, 0.0523347152880127, 0.05860228495787001, 0.08669357598774141, 0.04855384120780415, 0.05860228495787001, 0.1191849849833273, 0.0523347152880127, 0.05997310175319859]"
2.44e-05,"[0.09567771280126225, 0.08619651579867904, 0.09392910541234256, 0.1274647827592661, 0.08147877163420181, 0.09392910541234256, 0.16348986696011503, 0.08619651579867993, 0.09567771280126225]"
2.71e-05,"[0.13953326812204936, 0.12807735005446164, 0.1373775176249048, 0.17632961779674283, 0.12233685526163152, 0.1373775176249048, 0.21509234686943612, 0.12807735005446164, 0.13953326812204825]"
2.98e-05,"[0.19178217874062709, 0.1783249386656489, 0.18921359097204316, 0.23318537085612623, 0.17152370858341248, 0.18921359097204316, 0.27363220201776106, 0.1783249386656489, 0.1917821787406282]"
3.25e-05,"[0.2518022713531638, 0.23645542988690793, 0.24884549483194385, 0.29702874334382745, 0.22862261135829476, 0.24884549483194385, 0.3379216546662709, 0.23645542988690793, 0.251802271353166]"
3.52e-05,"[0.3179885480872988, 0.30101450350971404, 0.3147005513738914, 0.3659094311423814, 0.29225659085240263, 0.3147005513738914, 0.405953200786787, 0.3010145035097129, 0.3179885480872975]"
3.79e-05,"[0.38789692541229437, 0.3696914361691299, 0.38436251492352524, 0.43715184840417054, 0.360187975260597, 0.3843625149235228, 0.47514912239066875, 0.3696914361691299, 0.3878969254122919]"
4.06e-05,"[0.4586447776542111, 0.4396914476228675, 0.4549662319293841, 0.5078087068522632, 0.42967563345101945, 0.4549662319293841, 0.5428000862544482, 0.4396914476228675, 0.4586447776542124]"
4.33e-05,"[0.5274298988597721, 0.5082391498695669, 0.5237136464195504, 0.5751857041345159, 0.4979686346522101, 0.5237136464195504, 0.6065358572003581, 0.5082391498695682, 0.5274298988597708]"
4.6e-05,"[0.5919737863409196, 0.5730239342036205, 0.5883179536714258, 0.6372442234542364, 0.5627504462557691, 0.5883179536714231, 0.664657756074768, 0.5730239342036205, 0.5919737863409225]"
4.87e-05,"[0.6507559964096805, 0.6324503560110306, 0.6472416993662478, 0.6927706104639266, 0.6223956934541635, 0.6472416993662449, 0.7162482675250099, 0.6324503560110306, 0.6507559964096805]"
5.15e-05,"[0.7048321325397753, 0.6875173268824042, 0.7015278160136378, 0.7429885186654892, 0.6778768622818658, 0.7015278160136378, 0.7626186808970068, 0.6875173268824011, 0.7048321325397753]"
5.42e-05,"[0.750221256421377, 0.7340712117998214, 0.7471587600191352, 0.7844710129034334, 0.7249610663507633, 0.7471587600191321, 0.8007551659035967, 0.7340712117998214, 0.7502212564213739]"
5.69e-05,"[0.7892976207597466, 0.7744283881103775, 0.7864970416796899, 0.8196694622638987, 0.7659312513618362, 0.7864970416796899, 0.8330278121366794, 0.7744283881103713, 0.7892976207597466]"
5.96e-05,"[0.8226220594394924, 0.8090779402685861, 0.8200889894143863, 0.849290198219824, 0.8012380007015596, 0.8200889894143863, 0.860152302453022, 0.8090779402685893, 0.822622059439486]"
6.23e-05,"[0.8508579361424784, 0.8386291513689259, 0.8485873302849101, 0.874087244496337, 0.8314601549797123, 0.8485873302849134, 0.8828590382982622, 0.8386291513689228, 0.8508579361424817]"
6.5e-05,"[0.874680712159903, 0.863719476515949, 0.8726603085695863, 0.8947838026151045, 0.857212533557562, 0.872660308569593, 0.9018299018700506, 0.863719476515949, 0.8746807121598996]"
