Tract,CALI
V1,0.15497530869126197
V2,0.1549753086913055
V3,0.15497530869122644
V4,0.15497530869125775
V5,0.15497530869124376
V6,0.15497530869122467
V7,0.15497530869119847
V8,0.15497530869032805
V9,0.1549753086912291
V10,0.15497530869118048
V11,0.1549753086912533
V12,0.15497530869126086
V13,0.15497530869126042
V14,0.1549753086912775
V15,0.1549753086911967
V16,0.15497530869119203
V17,0.15497530869123577
V18,0.15497530869119247
V19,0.15497530436206342
whole GM,232.99130931411392
Tract,CALI
V1,0.15497530869119625
V2,0.1549753086912069
V3,0.15497530869119358
V4,0.15497530869119203
V5,0.15497530869114517
V6,0.1549753086911918
V7,0.1549753086911656
V8,0.15497530869022969
V9,0.1549753086912291
V10,0.15497530869114784
V11,0.15497530869118759
V12,0.15497530869112963
V13,0.15497530869122755
V14,0.15497530869117915
V15,0.1549753086911967
V16,0.1549753086912904
V17,0.1549753086912029
V18,0.15497530869112675
V19,0.15497530436203055
whole GM,232.99130931411395
